DateTime,Over surface temperature (ºC),Surface temperature (ºC),AccelX,ETIQUETA
2024-08-21 00:00:00+00:00,6.12,4.31,0.951,MAINTENANCE
2024-08-21 00:01:00+00:00,6.12,4.31,0.995,MAINTENANCE
2024-08-21 00:02:00+00:00,6.06,4.37,1.004,MAINTENANCE
2024-08-21 00:03:00+00:00,6.06,4.37,1.015,MAINTENANCE
2024-08-21 00:04:00+00:00,6.06,4.31,1.018,MAINTENANCE
2024-08-21 00:05:00+00:00,6.06,4.31,1.015,MAINTENANCE
2024-08-21 00:06:00+00:00,6.0,4.31,1.016,MAINTENANCE
2024-08-21 00:07:00+00:00,6.06,4.31,1.015,MAINTENANCE
2024-08-21 00:08:00+00:00,6.12,4.31,1.015,MAINTENANCE
2024-08-21 00:09:00+00:00,6.12,4.31,1.014,MAINTENANCE
2024-08-21 00:10:00+00:00,6.12,4.31,1.015,MAINTENANCE
2024-08-21 00:11:00+00:00,6.18,4.37,1.014,MAINTENANCE
2024-08-21 00:12:00+00:00,6.25,4.37,1.015,MAINTENANCE
2024-08-21 00:13:00+00:00,6.25,4.31,1.015,MAINTENANCE
2024-08-21 00:14:00+00:00,6.31,4.37,1.015,MAINTENANCE
2024-08-21 00:15:00+00:00,6.31,4.37,0.942,MAINTENANCE
2024-08-21 00:16:00+00:00,6.31,4.31,0.817,MAINTENANCE
2024-08-21 00:17:00+00:00,6.18,4.31,1.025,MAINTENANCE
2024-08-21 00:18:00+00:00,6.25,4.31,1.0,MAINTENANCE
2024-08-21 00:19:00+00:00,6.18,4.31,1.016,MAINTENANCE
2024-08-21 00:20:00+00:00,6.18,4.37,1.017,MAINTENANCE
2024-08-21 00:21:00+00:00,6.18,4.37,1.013,MAINTENANCE
2024-08-21 00:22:00+00:00,6.18,4.37,1.015,MAINTENANCE
2024-08-21 00:23:00+00:00,6.25,4.31,1.015,MAINTENANCE
2024-08-21 00:24:00+00:00,6.31,4.37,1.014,MAINTENANCE
2024-08-21 00:25:00+00:00,6.31,4.37,1.015,MAINTENANCE
2024-08-21 00:26:00+00:00,6.31,4.37,1.014,MAINTENANCE
2024-08-21 00:27:00+00:00,6.37,4.37,1.014,MAINTENANCE
2024-08-21 00:28:00+00:00,6.43,4.37,1.016,MAINTENANCE
2024-08-21 00:29:00+00:00,6.43,4.37,1.015,MAINTENANCE
2024-08-21 00:30:00+00:00,6.5,4.37,1.011,MAINTENANCE
2024-08-21 00:31:00+00:00,6.31,4.37,0.959,MAINTENANCE
2024-08-21 00:32:00+00:00,6.18,4.37,1.001,MAINTENANCE
2024-08-21 00:33:00+00:00,6.18,4.37,1.01,MAINTENANCE
2024-08-21 00:34:00+00:00,6.18,4.37,1.017,MAINTENANCE
