DateTime,Over surface temperature (ºC),Surface temperature (ºC),AccelX,ETIQUETA
2024-08-22 01:08:00+00:00,6.5,4.25,1.017,MAINTENANCE
2024-08-22 01:09:00+00:00,6.43,4.31,1.016,MAINTENANCE
2024-08-22 01:10:00+00:00,6.43,4.31,1.011,MAINTENANCE
2024-08-22 01:11:00+00:00,6.5,4.31,1.015,MAINTENANCE
2024-08-22 01:12:00+00:00,6.5,4.25,1.014,MAINTENANCE
2024-08-22 01:13:00+00:00,6.43,4.25,1.016,MAINTENANCE
2024-08-22 01:14:00+00:00,6.43,4.31,1.015,MAINTENANCE
2024-08-22 01:15:00+00:00,6.5,4.31,1.03,MAINTENANCE
2024-08-22 01:16:00+00:00,6.43,4.31,1.016,MAINTENANCE
2024-08-22 01:17:00+00:00,6.43,4.31,0.993,MAINTENANCE
2024-08-22 01:18:00+00:00,6.43,4.31,0.984,MAINTENANCE
2024-08-22 01:19:00+00:00,6.43,4.31,1.057,MAINTENANCE
2024-08-22 01:20:00+00:00,6.43,4.25,1.009,MAINTENANCE
2024-08-22 01:21:00+00:00,6.43,4.31,0.995,MAINTENANCE
2024-08-22 01:22:00+00:00,6.43,4.25,1.013,MAINTENANCE
2024-08-22 01:23:00+00:00,6.43,4.31,1.014,MAINTENANCE
2024-08-22 01:24:00+00:00,6.37,4.31,1.025,MAINTENANCE
2024-08-22 01:25:00+00:00,6.37,4.31,1.014,MAINTENANCE
2024-08-22 01:26:00+00:00,6.43,4.31,1.015,MAINTENANCE
2024-08-22 01:27:00+00:00,6.43,4.25,1.014,MAINTENANCE
2024-08-22 01:28:00+00:00,6.43,4.31,1.013,MAINTENANCE
2024-08-22 01:29:00+00:00,6.37,4.25,1.014,MAINTENANCE
2024-08-22 01:30:00+00:00,6.43,4.31,0.951,MAINTENANCE
2024-08-22 01:31:00+00:00,6.37,4.31,1.07,MAINTENANCE
2024-08-22 01:32:00+00:00,6.43,4.31,1.02,MAINTENANCE
2024-08-22 01:33:00+00:00,6.37,4.31,1.057,MAINTENANCE
2024-08-22 01:34:00+00:00,6.43,4.31,1.025,MAINTENANCE
2024-08-22 01:35:00+00:00,6.31,4.31,1.036,MAINTENANCE
2024-08-22 01:36:00+00:00,6.43,4.37,0.991,MAINTENANCE
2024-08-22 01:37:00+00:00,6.37,4.25,1.015,MAINTENANCE
2024-08-22 01:38:00+00:00,6.37,4.31,1.01,MAINTENANCE
2024-08-22 01:39:00+00:00,6.37,4.31,1.016,MAINTENANCE
2024-08-22 01:40:00+00:00,6.31,4.31,1.013,MAINTENANCE
2024-08-22 01:41:00+00:00,6.37,4.31,1.013,MAINTENANCE
2024-08-22 01:42:00+00:00,6.37,4.31,1.014,MAINTENANCE
2024-08-22 01:43:00+00:00,6.37,4.31,1.015,MAINTENANCE
2024-08-22 01:44:00+00:00,6.37,4.31,1.013,MAINTENANCE
2024-08-22 01:45:00+00:00,6.37,4.37,0.968,MAINTENANCE
2024-08-22 01:46:00+00:00,6.43,4.31,1.014,MAINTENANCE
2024-08-22 01:47:00+00:00,6.37,4.31,0.957,MAINTENANCE
2024-08-22 01:48:00+00:00,6.37,4.31,1.01,MAINTENANCE
2024-08-22 01:49:00+00:00,6.37,4.37,1.029,MAINTENANCE
2024-08-22 01:50:00+00:00,6.37,4.31,1.022,MAINTENANCE
2024-08-22 01:51:00+00:00,6.37,4.31,1.008,MAINTENANCE
2024-08-22 01:52:00+00:00,6.31,4.31,1.037,MAINTENANCE
2024-08-22 01:53:00+00:00,6.31,4.31,1.004,MAINTENANCE
2024-08-22 01:54:00+00:00,6.31,4.31,1.015,MAINTENANCE
2024-08-22 01:55:00+00:00,6.31,4.31,1.013,MAINTENANCE
2024-08-22 01:56:00+00:00,6.31,4.31,1.015,MAINTENANCE
2024-08-22 01:57:00+00:00,6.37,4.31,1.016,MAINTENANCE
2024-08-22 01:58:00+00:00,6.31,4.31,1.013,MAINTENANCE
2024-08-22 01:59:00+00:00,6.31,4.31,1.015,MAINTENANCE
2024-08-22 02:00:00+00:00,6.37,4.31,1.042,MAINTENANCE
2024-08-22 02:01:00+00:00,6.37,4.37,1.027,MAINTENANCE
2024-08-22 02:02:00+00:00,6.31,4.31,0.998,MAINTENANCE
2024-08-22 02:03:00+00:00,6.37,4.37,0.957,MAINTENANCE
2024-08-22 02:04:00+00:00,6.37,4.31,1.044,MAINTENANCE
2024-08-22 02:05:00+00:00,6.37,4.31,1.016,MAINTENANCE
2024-08-22 02:06:00+00:00,6.37,4.31,1.002,MAINTENANCE
2024-08-22 02:07:00+00:00,6.37,4.31,1.021,MAINTENANCE
2024-08-22 02:08:00+00:00,6.37,4.31,1.011,MAINTENANCE
2024-08-22 02:09:00+00:00,6.37,4.37,1.019,MAINTENANCE
2024-08-22 02:10:00+00:00,6.37,4.37,1.014,MAINTENANCE
2024-08-22 02:11:00+00:00,6.37,4.31,1.017,MAINTENANCE
2024-08-22 02:12:00+00:00,6.37,4.31,1.013,MAINTENANCE
2024-08-22 02:13:00+00:00,6.37,4.31,1.015,MAINTENANCE
2024-08-22 02:14:00+00:00,6.37,4.37,1.015,MAINTENANCE
2024-08-22 02:15:00+00:00,6.37,4.31,0.859,MAINTENANCE
2024-08-22 02:16:00+00:00,6.37,4.37,0.956,MAINTENANCE
2024-08-22 02:17:00+00:00,6.31,4.31,0.97,MAINTENANCE
2024-08-22 02:18:00+00:00,6.37,4.37,1.008,MAINTENANCE
2024-08-22 02:19:00+00:00,6.37,4.31,1.046,MAINTENANCE
2024-08-22 02:20:00+00:00,6.31,4.37,0.98,MAINTENANCE
2024-08-22 02:21:00+00:00,6.37,4.37,1.049,MAINTENANCE
2024-08-22 02:22:00+00:00,6.31,4.37,1.009,MAINTENANCE
2024-08-22 02:23:00+00:00,6.31,4.31,1.015,MAINTENANCE
2024-08-22 02:24:00+00:00,6.37,4.31,1.011,MAINTENANCE
2024-08-22 02:25:00+00:00,6.37,4.37,1.014,MAINTENANCE
2024-08-22 02:26:00+00:00,6.31,4.31,1.014,MAINTENANCE
2024-08-22 02:27:00+00:00,6.37,4.31,1.015,MAINTENANCE
2024-08-22 02:28:00+00:00,6.31,4.31,1.016,MAINTENANCE
2024-08-22 02:29:00+00:00,6.31,4.31,1.014,MAINTENANCE
2024-08-22 02:30:00+00:00,6.37,4.31,0.97,MAINTENANCE
2024-08-22 02:31:00+00:00,6.37,4.37,1.002,MAINTENANCE
2024-08-22 02:32:00+00:00,6.37,4.37,1.076,MAINTENANCE
2024-08-22 02:33:00+00:00,6.37,4.31,1.042,MAINTENANCE
2024-08-22 02:34:00+00:00,6.31,4.31,1.018,MAINTENANCE
2024-08-22 02:35:00+00:00,6.31,4.31,1.034,MAINTENANCE
2024-08-22 02:36:00+00:00,6.31,4.37,1.018,MAINTENANCE
2024-08-22 02:37:00+00:00,6.31,4.37,1.016,MAINTENANCE
2024-08-22 02:38:00+00:00,6.31,4.37,1.015,MAINTENANCE
2024-08-22 02:39:00+00:00,6.31,4.37,1.015,MAINTENANCE
2024-08-22 02:40:00+00:00,6.37,4.37,1.008,MAINTENANCE
2024-08-22 02:41:00+00:00,6.37,4.31,1.015,MAINTENANCE
2024-08-22 02:42:00+00:00,6.31,4.37,1.015,MAINTENANCE
2024-08-22 02:43:00+00:00,6.37,4.37,1.012,MAINTENANCE
2024-08-22 02:44:00+00:00,6.31,4.37,1.014,MAINTENANCE
2024-08-22 02:45:00+00:00,6.37,4.37,0.968,MAINTENANCE
2024-08-22 02:46:00+00:00,6.37,4.43,1.005,MAINTENANCE
2024-08-22 02:47:00+00:00,6.37,4.37,0.958,MAINTENANCE
2024-08-22 02:48:00+00:00,6.37,4.37,1.052,MAINTENANCE
2024-08-22 02:49:00+00:00,6.37,4.37,1.037,MAINTENANCE
2024-08-22 02:50:00+00:00,6.31,4.37,0.991,MAINTENANCE
2024-08-22 02:51:00+00:00,6.37,4.31,1.031,MAINTENANCE
2024-08-22 02:52:00+00:00,6.37,4.37,1.016,MAINTENANCE
2024-08-22 02:53:00+00:00,6.31,4.31,1.011,MAINTENANCE
2024-08-22 02:54:00+00:00,6.31,4.37,1.011,MAINTENANCE
2024-08-22 02:55:00+00:00,6.31,4.37,1.014,MAINTENANCE
2024-08-22 02:56:00+00:00,6.31,4.37,1.015,MAINTENANCE
2024-08-22 02:57:00+00:00,6.37,4.37,1.014,MAINTENANCE
2024-08-22 02:58:00+00:00,6.37,4.37,1.014,MAINTENANCE
2024-08-22 02:59:00+00:00,6.31,4.37,1.014,MAINTENANCE
2024-08-22 03:00:00+00:00,6.37,4.37,0.996,MAINTENANCE
2024-08-22 03:01:00+00:00,6.37,4.37,0.975,MAINTENANCE
2024-08-22 03:02:00+00:00,6.37,4.31,1.032,MAINTENANCE
2024-08-22 03:03:00+00:00,6.31,4.31,0.955,MAINTENANCE
2024-08-22 03:04:00+00:00,6.37,4.37,1.025,MAINTENANCE
2024-08-22 03:05:00+00:00,6.37,4.25,1.022,MAINTENANCE
2024-08-22 03:06:00+00:00,6.37,4.18,0.914,MAINTENANCE
2024-08-22 03:07:00+00:00,6.37,4.18,0.943,MAINTENANCE
2024-08-22 03:08:00+00:00,6.31,4.12,0.972,MAINTENANCE
2024-08-22 03:09:00+00:00,6.31,4.06,0.807,MAINTENANCE
2024-08-22 03:10:00+00:00,6.31,4.06,0.975,MAINTENANCE
2024-08-22 03:11:00+00:00,6.31,4.0,1.016,MAINTENANCE
2024-08-22 03:12:00+00:00,6.31,4.0,1.007,MAINTENANCE
2024-08-22 03:13:00+00:00,6.25,4.0,1.02,MAINTENANCE
2024-08-22 03:14:00+00:00,6.18,4.0,1.011,MAINTENANCE
2024-08-22 03:15:00+00:00,6.12,4.0,1.006,MAINTENANCE
2024-08-22 03:16:00+00:00,6.12,4.0,1.015,MAINTENANCE
2024-08-22 03:17:00+00:00,6.12,4.0,1.012,MAINTENANCE
2024-08-22 03:18:00+00:00,6.18,4.06,1.017,MAINTENANCE
2024-08-22 03:19:00+00:00,6.18,4.0,1.015,MAINTENANCE
2024-08-22 03:20:00+00:00,6.18,4.0,1.016,MAINTENANCE
2024-08-22 03:21:00+00:00,6.18,4.0,1.014,MAINTENANCE
2024-08-22 03:22:00+00:00,6.12,4.0,1.016,MAINTENANCE
2024-08-22 03:23:00+00:00,6.12,4.0,0.985,MAINTENANCE
2024-08-22 03:24:00+00:00,6.18,4.0,1.037,MAINTENANCE
2024-08-22 03:25:00+00:00,6.12,4.0,1.003,MAINTENANCE
2024-08-22 03:26:00+00:00,6.12,4.0,1.012,MAINTENANCE
2024-08-22 03:27:00+00:00,6.12,4.0,1.045,MAINTENANCE
2024-08-22 03:28:00+00:00,6.06,4.06,1.034,MAINTENANCE
2024-08-22 03:29:00+00:00,6.12,4.0,1.012,MAINTENANCE
2024-08-22 03:30:00+00:00,6.06,4.0,1.017,MAINTENANCE
2024-08-22 03:31:00+00:00,6.06,4.0,1.019,MAINTENANCE
2024-08-22 03:32:00+00:00,6.06,4.0,1.016,MAINTENANCE
2024-08-22 03:33:00+00:00,6.06,4.0,1.013,MAINTENANCE
2024-08-22 03:34:00+00:00,6.06,4.0,1.016,MAINTENANCE
2024-08-22 03:35:00+00:00,6.06,4.0,1.016,MAINTENANCE
2024-08-22 03:36:00+00:00,6.06,4.0,1.013,MAINTENANCE
2024-08-22 03:37:00+00:00,6.0,4.0,1.014,MAINTENANCE
2024-08-22 03:38:00+00:00,6.06,4.0,1.014,MAINTENANCE
2024-08-22 03:39:00+00:00,6.06,4.0,0.96,MAINTENANCE
2024-08-22 03:40:00+00:00,6.06,4.0,1.051,MAINTENANCE
2024-08-22 03:41:00+00:00,6.12,4.0,1.028,MAINTENANCE
2024-08-22 03:42:00+00:00,6.12,4.0,1.024,MAINTENANCE
2024-08-22 03:43:00+00:00,6.12,4.0,0.995,MAINTENANCE
2024-08-22 03:44:00+00:00,6.06,4.0,0.988,MAINTENANCE
2024-08-22 03:45:00+00:00,6.12,4.0,1.011,MAINTENANCE
2024-08-22 03:46:00+00:00,6.12,4.0,1.022,MAINTENANCE
2024-08-22 03:47:00+00:00,6.12,4.0,1.011,MAINTENANCE
2024-08-22 03:48:00+00:00,6.12,4.0,1.016,MAINTENANCE
2024-08-22 03:49:00+00:00,6.12,4.0,1.014,MAINTENANCE
2024-08-22 03:50:00+00:00,6.12,3.93,1.014,MAINTENANCE
2024-08-22 03:51:00+00:00,6.12,4.0,1.015,MAINTENANCE
2024-08-22 03:52:00+00:00,6.12,4.0,1.016,MAINTENANCE
2024-08-22 03:53:00+00:00,6.12,4.0,0.983,MAINTENANCE
2024-08-22 03:54:00+00:00,6.06,4.0,1.057,MAINTENANCE
2024-08-22 03:55:00+00:00,6.06,4.0,1.019,MAINTENANCE
2024-08-22 03:56:00+00:00,6.06,4.0,0.976,MAINTENANCE
2024-08-22 03:57:00+00:00,6.12,4.0,0.993,MAINTENANCE
2024-08-22 03:58:00+00:00,6.12,3.93,1.002,MAINTENANCE
2024-08-22 03:59:00+00:00,6.12,4.0,0.996,MAINTENANCE
2024-08-22 04:00:00+00:00,6.12,4.0,1.004,MAINTENANCE
2024-08-22 04:01:00+00:00,6.12,4.0,1.017,MILKING
2024-08-22 04:02:00+00:00,6.12,4.0,1.016,MILKING
2024-08-22 04:03:00+00:00,6.12,3.93,1.015,MILKING
2024-08-22 04:04:00+00:00,6.12,4.0,1.016,MILKING
2024-08-22 04:05:00+00:00,6.12,4.0,1.014,MILKING
2024-08-22 04:06:00+00:00,6.12,4.0,1.015,MILKING
2024-08-22 04:07:00+00:00,6.06,4.0,1.015,MILKING
2024-08-22 04:08:00+00:00,6.12,4.06,0.991,MILKING
2024-08-22 04:09:00+00:00,6.12,4.12,0.99,MILKING
2024-08-22 04:10:00+00:00,6.12,4.25,0.987,MILKING
2024-08-22 04:11:00+00:00,6.12,4.31,1.049,MILKING
2024-08-22 04:12:00+00:00,6.12,4.56,1.019,MILKING
2024-08-22 04:13:00+00:00,6.12,4.81,1.015,MILKING
2024-08-22 04:14:00+00:00,6.12,4.93,1.028,MILKING
2024-08-22 04:15:00+00:00,6.12,5.0,1.005,MILKING
2024-08-22 04:16:00+00:00,6.18,4.81,1.016,MILKING
2024-08-22 04:17:00+00:00,6.18,4.81,1.014,MILKING
2024-08-22 04:18:00+00:00,6.12,4.81,1.016,MILKING
2024-08-22 04:19:00+00:00,6.25,4.87,1.014,MILKING
2024-08-22 04:20:00+00:00,6.25,4.87,1.016,MILKING
2024-08-22 04:21:00+00:00,6.25,5.0,1.016,MILKING
2024-08-22 04:22:00+00:00,6.25,5.12,1.015,MILKING
2024-08-22 04:23:00+00:00,6.31,5.18,0.976,MILKING
2024-08-22 04:24:00+00:00,6.31,5.25,1.02,MILKING
2024-08-22 04:25:00+00:00,6.37,5.37,1.034,MILKING
2024-08-22 04:26:00+00:00,6.37,5.43,0.956,MILKING
2024-08-22 04:27:00+00:00,6.43,5.5,1.014,MILKING
2024-08-22 04:28:00+00:00,6.5,5.5,0.977,MILKING
2024-08-22 04:29:00+00:00,6.5,5.5,0.995,MILKING
2024-08-22 04:30:00+00:00,6.56,5.43,0.884,MILKING
2024-08-22 04:31:00+00:00,6.62,5.43,1.043,MILKING
2024-08-22 04:32:00+00:00,6.62,5.43,0.99,MILKING
2024-08-22 04:33:00+00:00,6.62,5.5,1.029,MILKING
2024-08-22 04:34:00+00:00,6.68,5.56,0.995,MILKING
2024-08-22 04:35:00+00:00,6.75,5.68,1.003,MILKING
2024-08-22 04:36:00+00:00,6.75,5.81,1.044,MILKING
2024-08-22 04:37:00+00:00,6.75,5.81,0.96,MILKING
2024-08-22 04:38:00+00:00,6.87,5.81,1.003,MILKING
2024-08-22 04:39:00+00:00,6.87,5.87,1.022,MILKING
2024-08-22 04:40:00+00:00,6.87,5.81,1.007,MILKING
2024-08-22 04:41:00+00:00,6.87,5.75,1.019,MILKING
2024-08-22 04:42:00+00:00,7.0,5.81,1.016,MILKING
2024-08-22 04:43:00+00:00,7.0,5.75,0.964,MILKING
2024-08-22 04:44:00+00:00,7.06,5.81,0.988,MILKING
2024-08-22 04:45:00+00:00,7.06,5.87,0.994,MILKING
2024-08-22 04:46:00+00:00,7.06,5.87,1.026,MILKING
2024-08-22 04:47:00+00:00,7.06,5.87,0.988,MILKING
2024-08-22 04:48:00+00:00,7.12,5.93,1.023,MILKING
2024-08-22 04:49:00+00:00,7.12,6.0,0.762,MILKING
2024-08-22 04:50:00+00:00,7.18,6.0,1.002,MILKING
2024-08-22 04:51:00+00:00,7.18,6.06,1.007,MILKING
2024-08-22 04:52:00+00:00,7.25,6.06,0.997,MILKING
2024-08-22 04:53:00+00:00,7.25,6.0,0.906,MILKING
2024-08-22 04:54:00+00:00,7.25,6.0,1.082,MILKING
2024-08-22 04:55:00+00:00,7.31,5.93,0.902,MILKING
2024-08-22 04:56:00+00:00,7.31,6.0,1.02,MILKING
2024-08-22 04:57:00+00:00,7.37,6.0,0.997,MILKING
2024-08-22 04:58:00+00:00,7.37,6.0,1.004,MILKING
2024-08-22 04:59:00+00:00,7.37,6.12,1.004,MILKING
2024-08-22 05:00:00+00:00,7.43,6.06,0.988,MILKING
2024-08-22 05:01:00+00:00,7.43,6.06,1.015,MILKING
2024-08-22 05:02:00+00:00,7.43,6.06,0.987,MILKING
2024-08-22 05:03:00+00:00,7.5,6.06,1.011,MILKING
2024-08-22 05:04:00+00:00,7.5,6.12,0.998,MILKING
2024-08-22 05:05:00+00:00,7.5,6.12,0.867,MILKING
2024-08-22 05:06:00+00:00,7.5,6.12,1.013,MILKING
2024-08-22 05:07:00+00:00,7.5,6.18,0.973,MILKING
2024-08-22 05:08:00+00:00,7.56,6.31,0.998,MILKING
2024-08-22 05:09:00+00:00,7.56,6.18,1.018,MILKING
2024-08-22 05:10:00+00:00,7.56,6.31,1.019,MILKING
2024-08-22 05:11:00+00:00,7.62,6.31,1.008,MILKING
2024-08-22 05:12:00+00:00,7.62,6.31,1.004,MILKING
2024-08-22 05:13:00+00:00,7.68,6.31,0.989,MILKING
2024-08-22 05:14:00+00:00,7.68,6.31,0.927,MILKING
2024-08-22 05:15:00+00:00,7.68,6.25,1.018,MILKING
2024-08-22 05:16:00+00:00,7.75,6.25,1.01,MILKING
2024-08-22 05:17:00+00:00,7.75,6.31,1.019,MILKING
2024-08-22 05:18:00+00:00,7.75,6.31,0.862,MILKING
2024-08-22 05:19:00+00:00,7.75,6.37,0.998,MILKING
2024-08-22 05:20:00+00:00,7.81,6.31,0.926,MILKING
2024-08-22 05:21:00+00:00,7.81,6.31,1.017,MILKING
2024-08-22 05:22:00+00:00,7.87,6.37,0.978,MILKING
2024-08-22 05:23:00+00:00,7.87,6.37,0.821,MILKING
2024-08-22 05:24:00+00:00,7.87,6.43,0.974,MILKING
2024-08-22 05:25:00+00:00,7.87,6.5,1.008,MILKING
2024-08-22 05:26:00+00:00,7.87,6.5,0.807,MILKING
2024-08-22 05:27:00+00:00,7.87,6.43,0.787,MILKING
2024-08-22 05:28:00+00:00,7.93,6.37,0.97,MILKING
2024-08-22 05:29:00+00:00,7.87,6.43,0.975,MILKING
2024-08-22 05:30:00+00:00,7.93,6.5,0.994,MILKING
2024-08-22 05:31:00+00:00,7.93,6.5,1.011,MILKING
2024-08-22 05:32:00+00:00,7.93,6.43,1.01,MILKING
2024-08-22 05:33:00+00:00,8.0,6.43,1.016,MILKING
2024-08-22 05:34:00+00:00,8.0,6.37,1.019,MILKING
2024-08-22 05:35:00+00:00,8.0,6.37,0.974,MILKING
2024-08-22 05:36:00+00:00,7.93,6.37,0.858,MILKING
2024-08-22 05:37:00+00:00,8.0,6.31,0.838,MILKING
2024-08-22 05:38:00+00:00,8.0,6.31,0.979,MILKING
2024-08-22 05:39:00+00:00,8.0,6.18,0.909,MILKING
2024-08-22 05:40:00+00:00,8.0,6.25,1.007,MILKING
2024-08-22 05:41:00+00:00,8.0,6.25,1.003,MILKING
2024-08-22 05:42:00+00:00,8.0,6.25,0.997,MILKING
2024-08-22 05:43:00+00:00,8.06,6.25,1.022,MILKING
2024-08-22 05:44:00+00:00,8.0,6.18,0.609,MILKING
2024-08-22 05:45:00+00:00,8.0,6.18,0.928,MILKING
2024-08-22 05:46:00+00:00,8.0,6.12,0.931,MILKING
2024-08-22 05:47:00+00:00,8.0,6.06,0.937,MILKING
2024-08-22 05:48:00+00:00,7.93,6.0,0.955,MILKING
2024-08-22 05:49:00+00:00,7.93,6.0,0.995,MILKING
2024-08-22 05:50:00+00:00,7.93,6.0,1.021,MILKING
2024-08-22 05:51:00+00:00,8.0,7.18,0.067,MILKING
2024-08-22 05:52:00+00:00,8.12,8.87,0.069,MILKING
2024-08-22 05:53:00+00:00,8.31,9.75,0.066,MILKING
2024-08-22 05:54:00+00:00,8.68,10.25,0.065,MILKING
2024-08-22 05:55:00+00:00,8.93,10.68,0.067,MILKING
2024-08-22 05:56:00+00:00,8.81,7.18,1.015,MILKING
2024-08-22 05:57:00+00:00,8.81,7.18,1.012,MILKING
2024-08-22 05:58:00+00:00,8.81,7.18,1.019,MILKING
2024-08-22 05:59:00+00:00,8.81,7.18,1.02,MILKING
2024-08-22 06:00:00+00:00,8.81,7.18,1.014,MILKING
2024-08-22 06:01:00+00:00,8.81,7.18,1.013,CLEANING
2024-08-22 06:02:00+00:00,8.81,7.18,1.017,CLEANING
2024-08-22 06:03:00+00:00,8.81,7.18,1.013,CLEANING
2024-08-22 06:04:00+00:00,8.81,7.18,1.013,CLEANING
2024-08-22 06:05:00+00:00,8.81,7.18,1.015,CLEANING
2024-08-22 06:06:00+00:00,8.81,7.18,1.015,CLEANING
2024-08-22 06:07:00+00:00,8.81,7.18,1.014,CLEANING
2024-08-22 06:08:00+00:00,8.81,7.18,1.015,CLEANING
2024-08-22 06:09:00+00:00,8.81,6.12,1.015,CLEANING
2024-08-22 06:10:00+00:00,8.81,6.12,1.016,CLEANING
2024-08-22 06:11:00+00:00,8.81,6.12,1.014,CLEANING
2024-08-22 06:12:00+00:00,8.81,6.12,1.015,CLEANING
2024-08-22 06:13:00+00:00,8.81,6.12,1.014,CLEANING
2024-08-22 06:14:00+00:00,8.81,6.12,1.015,CLEANING
2024-08-22 06:15:00+00:00,8.81,6.12,1.014,CLEANING
2024-08-22 06:16:00+00:00,8.81,6.12,1.014,CLEANING
2024-08-22 06:17:00+00:00,8.81,6.12,0.854,CLEANING
2024-08-22 06:18:00+00:00,8.81,6.12,0.537,CLEANING
2024-08-22 06:19:00+00:00,8.81,6.12,0.115,CLEANING
