Source;Epoch timestamp (UTC);Date;Time (UTC);Submerged temperature (ºC);Surface temperature (ºC);Over surface temperature (ºC)
01:00:01:00:00:00:00;1726530759;16/09/24;23:52:39;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726530819;16/09/24;23:53:39;-127.0;4.12;6.18
01:00:01:00:00:00:00;1726530879;16/09/24;23:54:39;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726530939;16/09/24;23:55:39;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726530999;16/09/24;23:56:39;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531059;16/09/24;23:57:39;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531119;16/09/24;23:58:39;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531179;16/09/24;23:59:39;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726531239;17/09/24;00:00:39;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726531299;17/09/24;00:01:39;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726531354;17/09/24;00:02:34;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531414;17/09/24;00:03:34;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531474;17/09/24;00:04:34;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531534;17/09/24;00:05:34;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726531594;17/09/24;00:06:34;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531654;17/09/24;00:07:34;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726531714;17/09/24;00:08:34;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531774;17/09/24;00:09:34;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726531834;17/09/24;00:10:34;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531894;17/09/24;00:11:34;-127.0;4.12;6.25
01:00:01:00:00:00:00;1726531954;17/09/24;00:12:34;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726532014;17/09/24;00:13:34;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726532074;17/09/24;00:14:34;-127.0;4.12;6.31
01:00:01:00:00:00:00;1726532134;17/09/24;00:15:34;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726532194;17/09/24;00:16:34;-127.0;4.25;6.25
01:00:01:00:00:00:00;1726532254;17/09/24;00:17:34;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726532314;17/09/24;00:18:34;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726532374;17/09/24;00:19:34;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726532433;17/09/24;00:20:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726532493;17/09/24;00:21:33;-127.0;4.12;6.18
01:00:01:00:00:00:00;1726532553;17/09/24;00:22:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726532613;17/09/24;00:23:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726532673;17/09/24;00:24:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726532733;17/09/24;00:25:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726532793;17/09/24;00:26:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726532853;17/09/24;00:27:33;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726532913;17/09/24;00:28:33;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726532973;17/09/24;00:29:33;-127.0;4.18;6.12
01:00:01:00:00:00:00;1726533033;17/09/24;00:30:33;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726533093;17/09/24;00:31:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726533153;17/09/24;00:32:33;-127.0;4.18;6.12
01:00:01:00:00:00:00;1726533213;17/09/24;00:33:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726533273;17/09/24;00:34:33;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726533333;17/09/24;00:35:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726533393;17/09/24;00:36:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726533453;17/09/24;00:37:33;-127.0;4.18;6.25
01:00:01:00:00:00:00;1726533513;17/09/24;00:38:33;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726533573;17/09/24;00:39:33;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726533633;17/09/24;00:40:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726533693;17/09/24;00:41:33;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726533753;17/09/24;00:42:33;-127.0;4.25;6.12
01:00:01:00:00:00:00;1726533813;17/09/24;00:43:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726533873;17/09/24;00:44:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726533933;17/09/24;00:45:33;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726533992;17/09/24;00:46:32;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726534052;17/09/24;00:47:32;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726534112;17/09/24;00:48:32;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726534172;17/09/24;00:49:32;-127.0;4.25;6.18
01:00:01:00:00:00:00;1726534232;17/09/24;00:50:32;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726534292;17/09/24;00:51:32;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726534352;17/09/24;00:52:32;-127.0;4.18;6.18
01:00:01:00:00:00:00;1726534412;17/09/24;00:53:32;-127.0;4.25;6.18
