Source;Epoch timestamp (UTC);Date;Time (UTC);Submerged temperature (ºC);Surface temperature (ºC);Over surface temperature (ºC)
01:00:01:00:00:00:00;1726184428;12/09/24;23:40:28;-127.0;4.12;6.37
01:00:01:00:00:00:00;1726184488;12/09/24;23:41:28;-127.0;4.18;6.43
01:00:01:00:00:00:00;1726184548;12/09/24;23:42:28;-127.0;4.18;6.37
01:00:01:00:00:00:00;1726184608;12/09/24;23:43:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726184668;12/09/24;23:44:28;-127.0;4.25;6.37
01:00:01:00:00:00:00;1726184728;12/09/24;23:45:28;-127.0;4.18;6.31
01:00:01:00:00:00:00;1726184788;12/09/24;23:46:28;-127.0;4.25;6.37
01:00:01:00:00:00:00;1726184848;12/09/24;23:47:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726184908;12/09/24;23:48:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726184968;12/09/24;23:49:28;-127.0;4.18;6.31
01:00:01:00:00:00:00;1726185028;12/09/24;23:50:28;-127.0;4.18;6.31
01:00:01:00:00:00:00;1726185088;12/09/24;23:51:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185148;12/09/24;23:52:28;-127.0;4.18;6.37
01:00:01:00:00:00:00;1726185208;12/09/24;23:53:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185268;12/09/24;23:54:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185328;12/09/24;23:55:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185388;12/09/24;23:56:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185448;12/09/24;23:57:28;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185507;12/09/24;23:58:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185567;12/09/24;23:59:27;-127.0;4.31;6.31
01:00:01:00:00:00:00;1726185627;13/09/24;00:00:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185687;13/09/24;00:01:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185747;13/09/24;00:02:27;-127.0;4.25;6.37
01:00:01:00:00:00:00;1726185807;13/09/24;00:03:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185867;13/09/24;00:04:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185927;13/09/24;00:05:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726185987;13/09/24;00:06:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726186047;13/09/24;00:07:27;-127.0;4.18;6.31
01:00:01:00:00:00:00;1726186107;13/09/24;00:08:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726186167;13/09/24;00:09:27;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726186227;13/09/24;00:10:27;-127.0;4.18;6.31
01:00:01:00:00:00:00;1726186287;13/09/24;00:11:27;-127.0;4.18;6.37
01:00:01:00:00:00:00;1726186347;13/09/24;00:12:27;-127.0;4.31;6.31
01:00:01:00:00:00:00;1726186407;13/09/24;00:13:27;-127.0;4.25;6.37
01:00:01:00:00:00:00;1726186462;13/09/24;00:14:22;-127.0;4.25;6.37
01:00:01:00:00:00:00;1726186522;13/09/24;00:15:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726186582;13/09/24;00:16:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726186642;13/09/24;00:17:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726186702;13/09/24;00:18:22;-127.0;4.18;6.31
01:00:01:00:00:00:00;1726186762;13/09/24;00:19:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726186822;13/09/24;00:20:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726186882;13/09/24;00:21:22;-127.0;4.18;6.31
01:00:01:00:00:00:00;1726186942;13/09/24;00:22:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726187002;13/09/24;00:23:22;-127.0;4.25;6.37
01:00:01:00:00:00:00;1726187062;13/09/24;00:24:22;-127.0;4.31;6.37
01:00:01:00:00:00:00;1726187122;13/09/24;00:25:22;-127.0;4.25;6.37
01:00:01:00:00:00:00;1726187182;13/09/24;00:26:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726187242;13/09/24;00:27:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726187302;13/09/24;00:28:22;-127.0;4.25;6.31
01:00:01:00:00:00:00;1726187362;13/09/24;00:29:22;-127.0;4.25;6.37
01:00:01:00:00:00:00;1726187422;13/09/24;00:30:22;-127.0;4.18;6.31
