DateTime,Over surface temperature (ºC),Surface temperature (ºC),AccelX
2024-08-27 01:05:00+00:00,5.81,3.87,1.032
2024-08-27 01:06:00+00:00,5.62,3.87,1.019
2024-08-27 01:07:00+00:00,5.56,3.87,0.99
2024-08-27 01:08:00+00:00,5.56,3.87,0.994
2024-08-27 01:09:00+00:00,5.5,3.93,1.019
2024-08-27 01:10:00+00:00,5.5,3.87,1.019
2024-08-27 01:11:00+00:00,5.5,3.93,1.015
2024-08-27 01:12:00+00:00,5.5,3.87,1.016
2024-08-27 01:13:00+00:00,5.56,3.87,1.016
2024-08-27 01:14:00+00:00,5.56,3.87,1.016
2024-08-27 01:15:00+00:00,5.62,3.93,1.016
2024-08-27 01:16:00+00:00,5.62,3.93,1.016
2024-08-27 01:17:00+00:00,5.68,3.93,1.016
2024-08-27 01:18:00+00:00,5.68,3.93,1.016
2024-08-27 01:19:00+00:00,5.75,3.93,1.016
2024-08-27 01:20:00+00:00,5.75,3.93,1.025
2024-08-27 01:21:00+00:00,5.75,3.87,0.988
2024-08-27 01:22:00+00:00,5.62,3.93,0.859
2024-08-27 01:23:00+00:00,5.62,3.93,1.011
2024-08-27 01:24:00+00:00,5.62,3.93,1.022
2024-08-27 01:25:00+00:00,5.62,3.87,1.019
2024-08-27 01:26:00+00:00,5.62,3.93,1.016
2024-08-27 01:27:00+00:00,5.68,3.93,1.016
2024-08-27 01:28:00+00:00,5.68,4.0,1.016
2024-08-27 01:29:00+00:00,5.68,3.93,1.016
2024-08-27 01:30:00+00:00,5.68,4.0,1.016
2024-08-27 01:31:00+00:00,5.75,3.93,1.016
2024-08-27 01:32:00+00:00,5.81,3.87,1.016
2024-08-27 01:33:00+00:00,5.81,3.93,1.016
2024-08-27 01:34:00+00:00,5.81,3.93,1.016
2024-08-27 01:35:00+00:00,5.87,3.93,1.015
2024-08-27 01:36:00+00:00,5.75,3.93,0.927
2024-08-27 01:37:00+00:00,5.68,3.93,0.995
2024-08-27 01:38:00+00:00,5.62,4.0,1.017
2024-08-27 01:39:00+00:00,5.62,3.93,1.014
2024-08-27 01:40:00+00:00,5.62,3.87,1.019
2024-08-27 01:41:00+00:00,5.68,3.93,1.016
2024-08-27 01:42:00+00:00,5.62,3.93,1.014
2024-08-27 01:43:00+00:00,5.62,3.93,1.016
2024-08-27 01:44:00+00:00,5.68,4.0,1.015
2024-08-27 01:45:00+00:00,5.75,3.93,1.016
2024-08-27 01:46:00+00:00,5.75,3.93,1.016
2024-08-27 01:47:00+00:00,5.81,3.93,1.015
2024-08-27 01:48:00+00:00,5.87,3.93,1.015
2024-08-27 01:49:00+00:00,5.81,3.93,1.015
2024-08-27 01:50:00+00:00,5.87,3.93,1.038
2024-08-27 01:51:00+00:00,5.81,4.0,0.93
2024-08-27 01:52:00+00:00,5.75,3.93,0.913
2024-08-27 01:53:00+00:00,5.81,3.93,1.02
2024-08-27 01:54:00+00:00,5.75,4.0,1.016
2024-08-27 01:55:00+00:00,5.81,3.93,1.015
2024-08-27 01:56:00+00:00,5.81,3.93,1.016
2024-08-27 01:57:00+00:00,5.81,4.0,1.015
2024-08-27 01:58:00+00:00,5.81,3.93,1.014
2024-08-27 01:59:00+00:00,5.87,4.0,1.015
2024-08-27 02:00:00+00:00,5.93,3.93,1.015
2024-08-27 02:01:00+00:00,5.93,4.0,1.015
2024-08-27 02:02:00+00:00,5.93,3.93,1.014
2024-08-27 02:03:00+00:00,5.93,3.93,1.015
2024-08-27 02:04:00+00:00,6.0,3.93,1.016
2024-08-27 02:05:00+00:00,6.06,4.0,1.024
2024-08-27 02:06:00+00:00,6.0,4.0,0.974
2024-08-27 02:07:00+00:00,6.0,4.0,0.945
2024-08-27 02:08:00+00:00,6.0,4.0,1.034
2024-08-27 02:09:00+00:00,5.93,4.0,1.021
2024-08-27 02:10:00+00:00,5.93,3.93,1.016
2024-08-27 02:11:00+00:00,6.0,4.0,1.015
2024-08-27 02:12:00+00:00,6.0,4.0,1.016
2024-08-27 02:13:00+00:00,6.0,4.0,1.016
2024-08-27 02:14:00+00:00,6.0,4.0,1.016
2024-08-27 02:15:00+00:00,6.0,4.0,1.016
2024-08-27 02:16:00+00:00,6.06,4.0,1.016
2024-08-27 02:17:00+00:00,6.06,4.0,1.016
2024-08-27 02:18:00+00:00,6.06,3.93,1.016
2024-08-27 02:19:00+00:00,6.06,3.93,1.016
2024-08-27 02:20:00+00:00,6.12,4.0,1.017
2024-08-27 02:21:00+00:00,5.93,4.0,0.606
2024-08-27 02:22:00+00:00,5.81,4.0,0.876
2024-08-27 02:23:00+00:00,5.75,4.0,0.999
2024-08-27 02:24:00+00:00,5.75,4.0,1.017
2024-08-27 02:25:00+00:00,5.75,4.0,1.014
2024-08-27 02:26:00+00:00,5.68,4.0,1.015
2024-08-27 02:27:00+00:00,5.75,4.06,1.015
2024-08-27 02:28:00+00:00,5.75,4.0,1.014
2024-08-27 02:29:00+00:00,5.81,4.0,1.015
2024-08-27 02:30:00+00:00,5.87,4.0,1.013
2024-08-27 02:31:00+00:00,5.81,4.06,1.014
2024-08-27 02:32:00+00:00,5.87,4.0,1.014
2024-08-27 02:33:00+00:00,5.87,4.0,1.016
2024-08-27 02:34:00+00:00,5.93,4.06,1.013
2024-08-27 02:35:00+00:00,6.0,4.06,1.015
2024-08-27 02:36:00+00:00,5.87,4.06,0.909
2024-08-27 02:37:00+00:00,5.75,4.12,0.86
2024-08-27 02:38:00+00:00,5.68,4.0,1.03
2024-08-27 02:39:00+00:00,5.68,4.06,1.026
2024-08-27 02:40:00+00:00,5.68,4.06,1.013
2024-08-27 02:41:00+00:00,5.68,4.12,1.014
2024-08-27 02:42:00+00:00,5.68,4.06,1.016
2024-08-27 02:43:00+00:00,5.68,4.06,1.016
2024-08-27 02:44:00+00:00,5.75,4.0,1.015
2024-08-27 02:45:00+00:00,5.75,4.06,1.016
2024-08-27 02:46:00+00:00,5.81,4.0,1.015
2024-08-27 02:47:00+00:00,5.81,4.06,1.014
2024-08-27 02:48:00+00:00,5.87,4.06,1.015
2024-08-27 02:49:00+00:00,5.87,4.06,1.016
2024-08-27 02:50:00+00:00,5.93,4.06,1.0
2024-08-27 02:51:00+00:00,5.75,4.12,1.006
2024-08-27 02:52:00+00:00,5.75,4.06,0.98
2024-08-27 02:53:00+00:00,5.68,4.06,1.02
2024-08-27 02:54:00+00:00,5.68,4.0,1.019
2024-08-27 02:55:00+00:00,5.68,4.06,1.019
2024-08-27 02:56:00+00:00,5.68,4.12,1.017
2024-08-27 02:57:00+00:00,5.68,4.06,1.015
2024-08-27 02:58:00+00:00,5.68,4.06,1.016
2024-08-27 02:59:00+00:00,5.75,4.06,1.016
2024-08-27 03:00:00+00:00,5.81,4.06,1.015
2024-08-27 03:01:00+00:00,5.81,4.06,1.015
2024-08-27 03:02:00+00:00,5.81,4.06,1.015
2024-08-27 03:03:00+00:00,5.87,4.06,1.014
2024-08-27 03:04:00+00:00,5.87,4.06,1.015
2024-08-27 03:05:00+00:00,5.93,4.06,0.999
2024-08-27 03:06:00+00:00,5.87,4.06,0.991
2024-08-27 03:07:00+00:00,5.81,4.06,0.99
2024-08-27 03:08:00+00:00,5.75,4.12,0.985
2024-08-27 03:09:00+00:00,5.68,4.06,1.014
2024-08-27 03:10:00+00:00,5.68,4.06,1.011
2024-08-27 03:11:00+00:00,5.75,4.12,1.016
2024-08-27 03:12:00+00:00,5.75,4.12,1.016
2024-08-27 03:13:00+00:00,5.75,4.06,1.015
2024-08-27 03:14:00+00:00,5.75,4.18,1.016
2024-08-27 03:15:00+00:00,5.75,4.12,1.016
2024-08-27 03:16:00+00:00,5.81,4.12,1.016
2024-08-27 03:17:00+00:00,5.87,4.12,1.016
2024-08-27 03:18:00+00:00,5.93,4.06,1.016
2024-08-27 03:19:00+00:00,5.93,4.12,1.016
2024-08-27 03:20:00+00:00,5.93,4.06,1.019
2024-08-27 03:21:00+00:00,5.87,4.12,0.974
2024-08-27 03:22:00+00:00,5.81,4.12,0.981
2024-08-27 03:23:00+00:00,5.81,4.12,1.011
2024-08-27 03:24:00+00:00,5.75,4.12,1.011
2024-08-27 03:25:00+00:00,5.75,4.18,1.016
2024-08-27 03:26:00+00:00,5.75,4.12,1.016
2024-08-27 03:27:00+00:00,5.81,4.12,1.016
2024-08-27 03:28:00+00:00,5.81,4.12,1.016
2024-08-27 03:29:00+00:00,5.87,4.12,1.016
2024-08-27 03:30:00+00:00,5.81,4.12,1.016
2024-08-27 03:31:00+00:00,5.87,4.18,1.016
2024-08-27 03:32:00+00:00,5.93,4.12,1.016
2024-08-27 03:33:00+00:00,5.93,4.12,1.016
2024-08-27 03:34:00+00:00,6.0,4.12,1.015
2024-08-27 03:35:00+00:00,5.93,4.12,1.016
2024-08-27 03:36:00+00:00,5.87,4.18,0.924
2024-08-27 03:37:00+00:00,5.81,4.18,1.005
2024-08-27 03:38:00+00:00,5.81,4.18,0.997
2024-08-27 03:39:00+00:00,5.81,4.12,1.006
2024-08-27 03:40:00+00:00,5.81,4.12,1.019
2024-08-27 03:41:00+00:00,5.81,4.12,1.015
2024-08-27 03:42:00+00:00,5.81,4.18,1.014
2024-08-27 03:43:00+00:00,5.81,4.18,1.015
2024-08-27 03:44:00+00:00,5.87,4.18,1.016
2024-08-27 03:45:00+00:00,5.87,4.18,1.015
2024-08-27 03:46:00+00:00,5.93,4.18,1.014
2024-08-27 03:47:00+00:00,5.93,4.18,1.015
2024-08-27 03:48:00+00:00,6.0,4.18,1.016
2024-08-27 03:49:00+00:00,6.0,4.18,1.015
2024-08-27 03:50:00+00:00,6.06,4.18,0.97
2024-08-27 03:51:00+00:00,6.0,4.18,0.872
2024-08-27 03:52:00+00:00,5.93,4.25,0.916
2024-08-27 03:53:00+00:00,6.0,4.18,1.027
2024-08-27 03:54:00+00:00,6.0,4.25,1.015
2024-08-27 03:55:00+00:00,6.0,4.25,1.015
2024-08-27 03:56:00+00:00,6.0,4.18,1.014
2024-08-27 03:57:00+00:00,6.0,4.25,1.016
2024-08-27 03:58:00+00:00,6.0,4.25,1.016
2024-08-27 03:59:00+00:00,6.06,4.18,1.014
2024-08-27 04:00:00+00:00,6.06,4.25,1.016
2024-08-27 04:01:00+00:00,6.06,4.18,1.015
2024-08-27 04:02:00+00:00,6.12,4.18,1.016
2024-08-27 04:03:00+00:00,6.12,4.25,1.015
2024-08-27 04:04:00+00:00,6.12,4.25,1.016
2024-08-27 04:05:00+00:00,6.18,4.25,0.57
2024-08-27 04:06:00+00:00,5.93,4.25,0.966
2024-08-27 04:07:00+00:00,5.87,4.25,0.939
2024-08-27 04:08:00+00:00,5.81,4.18,0.982
2024-08-27 04:09:00+00:00,5.81,4.5,1.023
2024-08-27 04:10:00+00:00,5.81,5.06,1.015
2024-08-27 04:11:00+00:00,5.81,4.93,1.015
2024-08-27 04:12:00+00:00,5.87,4.93,1.016
2024-08-27 04:13:00+00:00,5.81,4.81,1.017
2024-08-27 04:14:00+00:00,5.87,4.87,0.977
2024-08-27 04:15:00+00:00,6.06,5.5,0.808
2024-08-27 04:16:00+00:00,6.12,5.68,1.024
2024-08-27 04:17:00+00:00,6.25,5.75,0.949
2024-08-27 04:18:00+00:00,6.25,5.68,0.935
2024-08-27 04:19:00+00:00,6.37,5.68,1.009
2024-08-27 04:20:00+00:00,6.37,5.68,0.807
2024-08-27 04:21:00+00:00,6.43,5.68,0.965
2024-08-27 04:22:00+00:00,6.43,5.75,1.057
2024-08-27 04:23:00+00:00,6.5,5.75,0.974
2024-08-27 04:24:00+00:00,6.5,5.81,1.015
2024-08-27 04:25:00+00:00,6.62,5.87,0.97
2024-08-27 04:26:00+00:00,6.62,5.93,1.013
2024-08-27 04:27:00+00:00,6.68,6.0,0.953
2024-08-27 04:28:00+00:00,6.68,6.06,0.934
2024-08-27 04:29:00+00:00,6.81,6.12,0.951
2024-08-27 04:30:00+00:00,6.87,6.18,0.937
2024-08-27 04:31:00+00:00,6.87,6.18,0.947
2024-08-27 04:32:00+00:00,6.87,6.12,0.83
2024-08-27 04:33:00+00:00,6.93,6.06,0.963
2024-08-27 04:34:00+00:00,7.0,6.06,0.989
2024-08-27 04:35:00+00:00,7.06,6.06,0.928
2024-08-27 04:36:00+00:00,7.06,6.18,1.02
2024-08-27 04:37:00+00:00,7.06,6.31,0.966
2024-08-27 04:38:00+00:00,7.18,6.5,0.976
2024-08-27 04:39:00+00:00,7.18,6.68,0.972
2024-08-27 04:40:00+00:00,7.18,6.75,1.019
2024-08-27 04:41:00+00:00,7.25,6.81,0.941
2024-08-27 04:42:00+00:00,7.31,6.81,1.029
2024-08-27 04:43:00+00:00,7.37,6.81,0.89
2024-08-27 04:44:00+00:00,7.37,6.81,0.97
2024-08-27 04:45:00+00:00,7.5,6.75,1.018
2024-08-27 04:46:00+00:00,7.5,6.81,0.928
2024-08-27 04:47:00+00:00,7.56,6.93,0.962
2024-08-27 04:48:00+00:00,7.62,7.0,0.912
2024-08-27 04:49:00+00:00,7.68,7.12,0.991
2024-08-27 04:50:00+00:00,7.75,7.31,1.011
2024-08-27 04:51:00+00:00,7.75,7.31,0.93
2024-08-27 04:52:00+00:00,7.81,7.37,0.918
2024-08-27 04:53:00+00:00,7.93,7.37,1.021
2024-08-27 04:54:00+00:00,7.87,7.37,1.06
2024-08-27 04:55:00+00:00,7.93,7.37,0.999
2024-08-27 04:56:00+00:00,7.93,7.31,0.945
2024-08-27 04:57:00+00:00,8.0,7.37,1.012
2024-08-27 04:58:00+00:00,8.06,7.37,0.989
2024-08-27 04:59:00+00:00,8.12,7.43,0.977
2024-08-27 05:00:00+00:00,8.18,7.5,0.973
2024-08-27 05:01:00+00:00,8.25,7.43,0.984
2024-08-27 05:02:00+00:00,8.25,7.5,1.004
2024-08-27 05:03:00+00:00,8.25,7.43,1.024
2024-08-27 05:04:00+00:00,8.31,7.56,1.001
2024-08-27 05:05:00+00:00,8.31,7.56,1.024
2024-08-27 05:06:00+00:00,8.37,7.62,0.794
2024-08-27 05:07:00+00:00,8.37,7.68,0.98
2024-08-27 05:08:00+00:00,8.43,7.81,1.013
2024-08-27 05:09:00+00:00,8.5,7.87,0.988
2024-08-27 05:10:00+00:00,8.5,7.87,0.976
2024-08-27 05:11:00+00:00,8.56,7.87,0.959
2024-08-27 05:12:00+00:00,8.62,7.87,0.979
2024-08-27 05:13:00+00:00,8.62,7.81,0.998
2024-08-27 05:14:00+00:00,8.68,7.75,1.035
2024-08-27 05:15:00+00:00,8.75,7.68,1.042
2024-08-27 05:16:00+00:00,8.75,7.68,0.961
2024-08-27 05:17:00+00:00,8.75,7.75,0.954
2024-08-27 05:18:00+00:00,8.81,7.75,0.995
2024-08-27 05:19:00+00:00,8.81,7.75,0.988
2024-08-27 05:20:00+00:00,8.81,7.87,0.914
2024-08-27 05:21:00+00:00,8.87,8.0,1.032
2024-08-27 05:22:00+00:00,8.93,8.0,0.849
2024-08-27 05:23:00+00:00,8.87,8.06,0.99
2024-08-27 05:24:00+00:00,8.93,8.06,0.963
2024-08-27 05:25:00+00:00,8.93,8.06,1.004
2024-08-27 05:26:00+00:00,9.0,7.93,0.883
2024-08-27 05:27:00+00:00,9.0,7.87,1.007
2024-08-27 05:28:00+00:00,9.06,7.87,0.877
2024-08-27 05:29:00+00:00,9.0,7.81,0.972
2024-08-27 05:30:00+00:00,9.06,7.81,1.013
2024-08-27 05:31:00+00:00,9.06,7.81,0.89
2024-08-27 05:32:00+00:00,9.12,7.87,1.024
2024-08-27 05:33:00+00:00,9.12,7.93,1.016
2024-08-27 05:34:00+00:00,9.12,8.0,1.031
2024-08-27 05:35:00+00:00,9.18,8.0,0.995
2024-08-27 05:36:00+00:00,9.18,7.93,1.04
2024-08-27 05:37:00+00:00,9.18,7.93,1.0
2024-08-27 05:38:00+00:00,9.18,7.93,1.002
2024-08-27 05:39:00+00:00,9.18,7.75,1.007
2024-08-27 05:40:00+00:00,9.25,7.81,0.983
2024-08-27 05:41:00+00:00,9.18,7.81,0.977
2024-08-27 05:42:00+00:00,9.25,7.81,1.009
2024-08-27 05:43:00+00:00,9.25,7.68,0.917
2024-08-27 05:44:00+00:00,9.25,7.68,0.996
2024-08-27 05:45:00+00:00,9.25,7.62,0.917
2024-08-27 05:46:00+00:00,9.18,7.5,1.026
2024-08-27 05:47:00+00:00,9.25,7.37,0.997
2024-08-27 05:48:00+00:00,9.25,7.31,0.986
2024-08-27 05:49:00+00:00,9.25,7.25,0.996
2024-08-27 05:50:00+00:00,9.25,7.18,0.797
2024-08-27 05:51:00+00:00,9.18,7.06,0.984
2024-08-27 05:52:00+00:00,9.18,7.0,0.803
2024-08-27 05:53:00+00:00,9.12,6.87,0.948
2024-08-27 05:54:00+00:00,9.12,6.81,0.988
2024-08-27 05:55:00+00:00,9.12,6.75,0.894
2024-08-27 05:56:00+00:00,9.06,6.68,0.992
2024-08-27 05:57:00+00:00,9.06,6.56,1.017
2024-08-27 05:58:00+00:00,9.0,6.5,0.879
2024-08-27 05:59:00+00:00,8.93,6.37,1.002
2024-08-27 06:00:00+00:00,8.93,6.31,0.932
2024-08-27 06:01:00+00:00,8.87,6.25,0.827
2024-08-27 06:02:00+00:00,8.81,6.12,0.985
2024-08-27 06:03:00+00:00,8.75,6.06,0.912
2024-08-27 06:04:00+00:00,8.68,5.93,1.036
2024-08-27 06:05:00+00:00,8.68,5.93,1.027
2024-08-27 06:06:00+00:00,8.68,5.81,1.001
2024-08-27 06:07:00+00:00,8.56,5.75,0.879
2024-08-27 06:08:00+00:00,8.5,5.62,0.959
2024-08-27 06:09:00+00:00,8.5,5.5,1.011
2024-08-27 06:10:00+00:00,8.43,5.43,1.028
2024-08-27 06:11:00+00:00,8.37,5.31,1.035
2024-08-27 06:12:00+00:00,8.31,5.25,1.014
2024-08-27 06:13:00+00:00,8.25,5.18,0.772
2024-08-27 06:14:00+00:00,8.25,5.06,0.821
2024-08-27 06:15:00+00:00,8.12,5.0,0.954
2024-08-27 06:16:00+00:00,8.06,4.87,1.018
2024-08-27 06:17:00+00:00,8.0,4.81,0.962
2024-08-27 06:18:00+00:00,7.93,4.75,1.016
2024-08-27 06:19:00+00:00,7.81,4.62,0.843
2024-08-27 06:20:00+00:00,7.75,4.56,0.998
2024-08-27 06:21:00+00:00,7.68,4.5,0.965
2024-08-27 06:22:00+00:00,7.62,4.37,1.03
2024-08-27 06:23:00+00:00,7.56,4.37,1.017
2024-08-27 06:24:00+00:00,7.5,4.37,1.027
2024-08-27 06:25:00+00:00,7.43,4.37,1.009
2024-08-27 06:26:00+00:00,7.37,4.31,1.012
2024-08-27 06:27:00+00:00,7.31,4.37,1.014
2024-08-27 06:28:00+00:00,7.25,4.37,1.013
2024-08-27 06:29:00+00:00,7.25,4.37,1.013
2024-08-27 06:30:00+00:00,7.18,4.37,1.014
2024-08-27 06:31:00+00:00,7.18,4.31,1.013
2024-08-27 06:32:00+00:00,7.18,4.31,1.015
2024-08-27 06:33:00+00:00,7.12,4.31,1.015
2024-08-27 06:34:00+00:00,7.12,4.31,1.015
2024-08-27 06:35:00+00:00,7.06,4.31,1.015
2024-08-27 06:36:00+00:00,7.06,4.31,0.946
2024-08-27 06:37:00+00:00,7.0,4.25,0.964
2024-08-27 06:38:00+00:00,7.0,4.25,1.058
2024-08-27 06:39:00+00:00,6.93,4.25,1.014
2024-08-27 06:40:00+00:00,6.87,4.18,0.99
2024-08-27 06:41:00+00:00,6.81,4.18,1.014
2024-08-27 06:42:00+00:00,6.81,4.25,1.012
2024-08-27 06:43:00+00:00,6.81,4.25,1.016
2024-08-27 06:44:00+00:00,6.75,4.18,1.013
2024-08-27 06:45:00+00:00,6.75,4.25,1.016
2024-08-27 06:46:00+00:00,6.75,4.18,1.015
2024-08-27 06:47:00+00:00,6.75,4.18,1.015
2024-08-27 06:48:00+00:00,6.75,4.18,1.014
2024-08-27 06:49:00+00:00,6.75,4.18,1.014
2024-08-27 06:50:00+00:00,6.68,4.18,1.014
2024-08-27 06:51:00+00:00,6.62,4.12,0.99
2024-08-27 06:52:00+00:00,6.68,4.12,1.006
2024-08-27 06:53:00+00:00,6.68,4.12,1.002
2024-08-27 06:54:00+00:00,6.62,4.12,1.008
2024-08-27 06:55:00+00:00,6.62,4.18,1.002
2024-08-27 06:56:00+00:00,6.56,4.12,1.008
2024-08-27 06:57:00+00:00,6.56,4.12,1.012
2024-08-27 06:58:00+00:00,6.62,4.12,1.012
2024-08-27 06:59:00+00:00,6.56,4.12,1.015
2024-08-27 07:00:00+00:00,6.56,4.12,1.016
2024-08-27 07:01:00+00:00,6.56,4.12,1.015
2024-08-27 07:02:00+00:00,6.56,4.12,1.015
2024-08-27 07:03:00+00:00,6.5,4.12,1.016
2024-08-27 07:04:00+00:00,6.56,4.12,1.016
2024-08-27 07:05:00+00:00,6.56,4.18,1.015
2024-08-27 07:06:00+00:00,6.56,4.12,1.018
2024-08-27 07:07:00+00:00,6.56,4.12,1.003
2024-08-27 07:08:00+00:00,6.56,4.06,1.01
2024-08-27 07:09:00+00:00,6.5,4.06,1.012
2024-08-27 07:10:00+00:00,6.56,4.12,1.022
2024-08-27 07:11:00+00:00,6.5,4.06,1.014
2024-08-27 07:12:00+00:00,6.5,4.06,1.021
2024-08-27 07:13:00+00:00,6.56,4.12,1.016
2024-08-27 07:14:00+00:00,6.5,4.06,1.012
2024-08-27 07:15:00+00:00,6.5,4.06,1.014
2024-08-27 07:16:00+00:00,6.43,4.12,1.014
2024-08-27 07:17:00+00:00,6.56,4.06,1.013
2024-08-27 07:18:00+00:00,6.56,4.12,1.014
2024-08-27 07:19:00+00:00,6.5,4.06,1.015
2024-08-27 07:20:00+00:00,6.5,4.06,1.014
2024-08-27 07:21:00+00:00,6.5,4.06,0.733
2024-08-27 07:22:00+00:00,6.5,4.06,1.022
2024-08-27 07:23:00+00:00,6.43,4.06,1.016
2024-08-27 07:24:00+00:00,6.43,4.12,0.971
2024-08-27 07:25:00+00:00,6.43,4.06,1.021
2024-08-27 07:26:00+00:00,6.43,4.06,1.02
2024-08-27 07:27:00+00:00,6.43,4.12,1.016
2024-08-27 07:28:00+00:00,6.43,4.06,1.016
2024-08-27 07:29:00+00:00,6.43,4.06,1.015
2024-08-27 07:30:00+00:00,6.37,4.12,1.015
2024-08-27 07:31:00+00:00,6.43,4.06,1.016
2024-08-27 07:32:00+00:00,6.43,4.06,1.014
2024-08-27 07:33:00+00:00,6.43,4.06,1.014
2024-08-27 07:34:00+00:00,6.43,4.0,1.015
2024-08-27 07:35:00+00:00,6.43,4.06,1.014
2024-08-27 07:36:00+00:00,6.43,4.06,1.022
2024-08-27 07:37:00+00:00,6.43,4.06,0.878
2024-08-27 07:38:00+00:00,6.43,4.06,1.003
2024-08-27 07:39:00+00:00,6.43,4.06,1.028
2024-08-27 07:40:00+00:00,6.37,4.06,1.006
2024-08-27 07:41:00+00:00,6.37,4.06,1.009
2024-08-27 07:42:00+00:00,6.43,4.06,1.014
2024-08-27 07:43:00+00:00,6.37,4.06,1.013
2024-08-27 07:44:00+00:00,6.37,4.0,1.015
2024-08-27 07:45:00+00:00,6.43,4.06,1.016
2024-08-27 07:46:00+00:00,6.43,4.06,1.015
2024-08-27 07:47:00+00:00,6.37,4.06,1.016
2024-08-27 07:48:00+00:00,6.37,4.06,1.015
2024-08-27 07:49:00+00:00,6.37,4.06,1.014
2024-08-27 07:50:00+00:00,6.37,4.06,1.015
2024-08-27 07:51:00+00:00,6.37,4.06,0.96
2024-08-27 07:52:00+00:00,6.43,4.0,0.985
2024-08-27 07:53:00+00:00,6.37,4.06,1.016
2024-08-27 07:54:00+00:00,6.37,4.06,1.024
2024-08-27 07:55:00+00:00,6.37,4.0,1.026
2024-08-27 07:56:00+00:00,6.37,4.06,0.999
2024-08-27 07:57:00+00:00,6.37,4.06,1.018
2024-08-27 07:58:00+00:00,6.37,4.06,1.013
2024-08-27 07:59:00+00:00,6.37,4.06,1.015
