Over surface temperature (ºC),Surface temperature (ºC),DateTime,AccelX
6.18,4.06,2024-08-20 07:57:30+00:00,1.016
6.18,4.0,2024-08-20 07:58:30+00:00,1.015
6.18,4.06,2024-08-20 07:59:30+00:00,1.016
6.18,4.06,2024-08-20 08:00:25+00:00,1.016
6.18,4.06,2024-08-20 08:01:25+00:00,1.015
6.18,4.06,2024-08-20 08:02:25+00:00,1.015
6.18,4.06,2024-08-20 08:03:25+00:00,1.014
6.12,4.06,2024-08-20 08:04:25+00:00,1.015
6.12,4.06,2024-08-20 08:05:25+00:00,1.014
6.18,4.06,2024-08-20 08:06:25+00:00,1.014
6.18,4.06,2024-08-20 08:07:25+00:00,1.011
6.18,4.06,2024-08-20 08:08:25+00:00,1.028
6.18,4.0,2024-08-20 08:09:25+00:00,1.008
6.12,4.0,2024-08-20 08:10:25+00:00,1.028
6.18,4.06,2024-08-20 08:11:25+00:00,1.016
6.18,4.06,2024-08-20 08:12:25+00:00,1.012
6.18,4.06,2024-08-20 08:13:25+00:00,1.015
6.18,4.06,2024-08-20 08:14:25+00:00,1.016
6.12,4.06,2024-08-20 08:15:25+00:00,1.013
6.18,4.06,2024-08-20 08:16:24+00:00,1.014
6.12,4.06,2024-08-20 08:17:24+00:00,1.013
6.12,4.12,2024-08-20 08:18:24+00:00,1.015
6.12,4.0,2024-08-20 08:19:24+00:00,1.015
6.12,4.06,2024-08-20 08:20:24+00:00,1.014
6.12,4.06,2024-08-20 08:21:24+00:00,1.015
6.18,4.06,2024-08-20 08:22:24+00:00,1.012
6.12,4.0,2024-08-20 08:23:24+00:00,1.006
6.12,4.06,2024-08-20 08:24:24+00:00,1.026
6.12,4.06,2024-08-20 08:25:24+00:00,1.016
6.12,4.06,2024-08-20 08:26:24+00:00,1.017
6.12,4.06,2024-08-20 08:27:24+00:00,1.008
6.12,4.06,2024-08-20 08:28:24+00:00,1.016
6.12,4.06,2024-08-20 08:29:24+00:00,1.019
6.12,4.06,2024-08-20 08:30:24+00:00,1.016
6.12,4.0,2024-08-20 08:31:24+00:00,1.014
6.12,4.06,2024-08-20 08:32:24+00:00,1.015
6.12,4.06,2024-08-20 08:33:24+00:00,1.016
6.12,4.0,2024-08-20 08:34:24+00:00,1.016
6.12,4.06,2024-08-20 08:35:24+00:00,1.014
6.12,4.06,2024-08-20 08:36:24+00:00,1.014
6.12,4.06,2024-08-20 08:37:24+00:00,1.005
6.12,4.06,2024-08-20 08:38:23+00:00,1.017
6.12,4.06,2024-08-20 08:39:23+00:00,1.003
6.12,4.06,2024-08-20 08:40:23+00:00,1.007
6.12,4.06,2024-08-20 08:41:23+00:00,1.031
6.12,4.06,2024-08-20 08:42:23+00:00,1.012
6.12,4.06,2024-08-20 08:43:23+00:00,1.024
6.12,4.06,2024-08-20 08:44:23+00:00,1.012
6.12,4.06,2024-08-20 08:45:23+00:00,1.015
6.12,4.06,2024-08-20 08:46:23+00:00,1.014
6.12,4.06,2024-08-20 08:47:23+00:00,1.015
6.18,4.06,2024-08-20 08:48:23+00:00,1.015
6.12,4.06,2024-08-20 08:49:23+00:00,1.013
6.12,4.06,2024-08-20 08:50:23+00:00,1.015
6.12,4.06,2024-08-20 08:51:23+00:00,1.015
6.12,4.06,2024-08-20 08:52:23+00:00,1.002
6.12,4.06,2024-08-20 08:53:23+00:00,1.012
6.18,4.0,2024-08-20 08:54:23+00:00,1.027
6.12,4.06,2024-08-20 08:55:23+00:00,1.022
6.12,4.06,2024-08-20 08:56:23+00:00,1.019
6.12,4.0,2024-08-20 08:57:23+00:00,1.01
6.12,4.0,2024-08-20 08:58:23+00:00,1.022
6.12,4.06,2024-08-20 08:59:23+00:00,1.018
6.12,4.06,2024-08-20 09:00:18+00:00,1.012
6.06,4.0,2024-08-20 09:01:18+00:00,1.015
6.06,4.06,2024-08-20 09:02:18+00:00,1.012
6.12,4.0,2024-08-20 09:03:18+00:00,1.015
6.12,4.0,2024-08-20 09:04:18+00:00,1.014
6.06,4.06,2024-08-20 09:05:18+00:00,1.013
6.12,4.06,2024-08-20 09:06:18+00:00,1.013
6.12,4.06,2024-08-20 09:07:18+00:00,1.027
6.12,4.06,2024-08-20 09:08:18+00:00,1.009
6.12,4.06,2024-08-20 09:09:18+00:00,1.006
6.12,4.12,2024-08-20 09:10:18+00:00,1.036
6.12,4.06,2024-08-20 09:11:18+00:00,1.016
6.12,4.06,2024-08-20 09:12:18+00:00,1.02
6.12,4.06,2024-08-20 09:13:18+00:00,1.015
6.12,4.06,2024-08-20 09:14:18+00:00,1.012
6.12,4.06,2024-08-20 09:15:18+00:00,1.014
6.12,4.06,2024-08-20 09:16:17+00:00,1.013
6.12,4.06,2024-08-20 09:17:17+00:00,1.012
6.06,4.12,2024-08-20 09:18:17+00:00,1.014
6.12,4.06,2024-08-20 09:19:17+00:00,1.013
6.12,4.06,2024-08-20 09:20:17+00:00,1.013
6.12,4.06,2024-08-20 09:21:17+00:00,1.014
6.12,4.06,2024-08-20 09:22:17+00:00,1.016
6.12,4.06,2024-08-20 09:23:17+00:00,0.963
6.12,4.06,2024-08-20 09:24:17+00:00,0.998
6.12,4.06,2024-08-20 09:25:17+00:00,1.018
6.12,4.06,2024-08-20 09:26:17+00:00,1.008
6.12,4.06,2024-08-20 09:27:17+00:00,1.024
6.12,4.06,2024-08-20 09:28:17+00:00,1.012
6.12,4.06,2024-08-20 09:29:17+00:00,1.01
6.12,4.12,2024-08-20 09:30:17+00:00,1.018
6.06,4.06,2024-08-20 09:31:17+00:00,1.014
6.12,4.06,2024-08-20 09:32:17+00:00,1.014
6.12,4.06,2024-08-20 09:33:17+00:00,1.012
6.12,4.06,2024-08-20 09:34:17+00:00,1.014
6.12,4.06,2024-08-20 09:35:17+00:00,1.014
6.12,4.06,2024-08-20 09:36:17+00:00,1.014
6.12,4.06,2024-08-20 09:37:17+00:00,1.005
6.12,4.06,2024-08-20 09:38:16+00:00,1.053
6.12,4.12,2024-08-20 09:39:16+00:00,1.002
6.12,4.12,2024-08-20 09:40:16+00:00,1.016
6.06,4.06,2024-08-20 09:41:16+00:00,1.017
6.06,4.06,2024-08-20 09:42:16+00:00,1.015
6.12,4.12,2024-08-20 09:43:16+00:00,1.024
6.06,4.06,2024-08-20 09:44:16+00:00,1.012
6.12,4.12,2024-08-20 09:45:16+00:00,1.014
6.06,4.12,2024-08-20 09:46:16+00:00,1.012
6.12,4.12,2024-08-20 09:47:16+00:00,1.013
6.12,4.12,2024-08-20 09:48:16+00:00,1.014
6.12,4.12,2024-08-20 09:49:16+00:00,1.014
6.12,4.06,2024-08-20 09:50:16+00:00,1.014
6.12,4.06,2024-08-20 09:51:16+00:00,1.013
6.12,4.12,2024-08-20 09:52:16+00:00,1.024
6.12,4.06,2024-08-20 09:53:16+00:00,0.994
6.18,4.06,2024-08-20 09:54:16+00:00,0.958
6.12,4.12,2024-08-20 09:55:16+00:00,1.01
6.12,4.12,2024-08-20 09:56:16+00:00,1.006
6.12,4.12,2024-08-20 09:57:16+00:00,1.01
6.06,4.06,2024-08-20 09:58:16+00:00,1.016
6.12,4.12,2024-08-20 09:59:16+00:00,1.013
6.12,4.06,2024-08-20 10:00:12+00:00,1.015
6.06,4.12,2024-08-20 10:01:12+00:00,1.015
6.06,4.12,2024-08-20 10:02:12+00:00,1.014
6.12,4.12,2024-08-20 10:03:12+00:00,1.015
6.12,4.12,2024-08-20 10:04:12+00:00,1.015
6.06,4.06,2024-08-20 10:05:12+00:00,1.015
6.12,4.12,2024-08-20 10:06:12+00:00,1.014
6.12,4.12,2024-08-20 10:07:12+00:00,1.016
6.12,4.12,2024-08-20 10:08:12+00:00,0.996
6.12,4.06,2024-08-20 10:09:12+00:00,1.0
6.12,4.12,2024-08-20 10:10:12+00:00,0.978
6.12,4.06,2024-08-20 10:11:12+00:00,0.998
6.18,4.06,2024-08-20 10:12:12+00:00,1.002
6.12,4.12,2024-08-20 10:13:12+00:00,1.023
6.12,4.12,2024-08-20 10:14:12+00:00,1.011
6.12,4.12,2024-08-20 10:15:12+00:00,1.014
6.12,4.12,2024-08-20 10:16:11+00:00,1.015
6.12,4.12,2024-08-20 10:17:11+00:00,1.013
6.12,4.06,2024-08-20 10:18:11+00:00,1.015
6.12,4.12,2024-08-20 10:19:11+00:00,1.014
6.12,4.12,2024-08-20 10:20:11+00:00,1.014
6.12,4.06,2024-08-20 10:21:11+00:00,1.015
6.18,4.12,2024-08-20 10:22:11+00:00,1.016
6.12,4.12,2024-08-20 10:23:11+00:00,1.016
6.12,4.12,2024-08-20 10:24:11+00:00,0.962
6.12,4.12,2024-08-20 10:25:11+00:00,0.995
6.18,4.12,2024-08-20 10:26:11+00:00,1.017
6.12,4.12,2024-08-20 10:27:11+00:00,1.011
6.18,4.12,2024-08-20 10:28:11+00:00,1.025
6.12,4.12,2024-08-20 10:29:11+00:00,1.016
6.18,4.12,2024-08-20 10:30:11+00:00,1.013
6.18,4.12,2024-08-20 10:31:11+00:00,1.012
6.12,4.06,2024-08-20 10:32:11+00:00,1.016
6.12,4.06,2024-08-20 10:33:11+00:00,1.014
6.18,4.12,2024-08-20 10:34:11+00:00,1.015
6.12,4.06,2024-08-20 10:35:11+00:00,1.014
6.18,4.12,2024-08-20 10:36:11+00:00,1.015
6.12,4.12,2024-08-20 10:37:11+00:00,1.014
6.18,4.12,2024-08-20 10:38:10+00:00,0.999
6.18,4.12,2024-08-20 10:39:10+00:00,0.679
6.18,4.12,2024-08-20 10:40:10+00:00,0.985
6.18,4.06,2024-08-20 10:41:10+00:00,1.004
6.18,4.12,2024-08-20 10:42:10+00:00,1.015
6.12,4.12,2024-08-20 10:43:10+00:00,1.009
6.18,4.06,2024-08-20 10:44:10+00:00,1.014
6.18,4.12,2024-08-20 10:45:10+00:00,1.016
6.18,4.12,2024-08-20 10:46:10+00:00,1.013
6.18,4.06,2024-08-20 10:47:10+00:00,1.014
6.18,4.12,2024-08-20 10:48:10+00:00,1.016
6.18,4.12,2024-08-20 10:49:10+00:00,1.014
6.18,4.12,2024-08-20 10:50:10+00:00,1.014
6.18,4.12,2024-08-20 10:51:10+00:00,1.014
6.18,4.06,2024-08-20 10:52:10+00:00,1.013
6.12,4.12,2024-08-20 10:53:10+00:00,1.02
6.18,4.12,2024-08-20 10:54:10+00:00,1.011
6.25,4.06,2024-08-20 10:55:10+00:00,1.007
6.18,4.12,2024-08-20 10:56:10+00:00,1.015
6.12,4.12,2024-08-20 10:57:10+00:00,1.027
6.18,4.12,2024-08-20 10:58:10+00:00,1.016
6.18,4.12,2024-08-20 10:59:10+00:00,1.009
6.18,4.12,2024-08-20 11:00:05+00:00,1.016
6.18,4.06,2024-08-20 11:01:05+00:00,1.014
6.18,4.12,2024-08-20 11:02:05+00:00,1.016
6.18,4.12,2024-08-20 11:03:05+00:00,1.016
6.18,4.12,2024-08-20 11:04:05+00:00,1.014
6.18,4.12,2024-08-20 11:05:05+00:00,1.016
6.12,4.12,2024-08-20 11:06:05+00:00,1.014
6.18,4.12,2024-08-20 11:07:05+00:00,1.014
6.18,4.12,2024-08-20 11:08:05+00:00,1.026
6.18,4.12,2024-08-20 11:09:05+00:00,0.975
6.25,4.12,2024-08-20 11:10:05+00:00,0.993
6.25,4.12,2024-08-20 11:11:05+00:00,1.014
6.18,4.06,2024-08-20 11:12:05+00:00,1.003
6.18,4.12,2024-08-20 11:13:05+00:00,1.016
6.18,4.12,2024-08-20 11:14:05+00:00,1.015
6.18,4.06,2024-08-20 11:15:05+00:00,1.012
6.18,4.12,2024-08-20 11:16:04+00:00,1.012
6.18,4.12,2024-08-20 11:17:04+00:00,1.016
6.25,4.12,2024-08-20 11:18:04+00:00,1.014
6.18,4.12,2024-08-20 11:19:04+00:00,1.013
6.18,4.12,2024-08-20 11:20:04+00:00,1.015
6.18,4.18,2024-08-20 11:21:04+00:00,1.014
6.18,4.18,2024-08-20 11:22:04+00:00,1.014
6.25,4.18,2024-08-20 11:23:04+00:00,1.005
6.18,4.18,2024-08-20 11:24:04+00:00,1.015
6.18,4.12,2024-08-20 11:25:04+00:00,1.017
6.18,4.18,2024-08-20 11:26:04+00:00,1.011
6.25,4.18,2024-08-20 11:27:04+00:00,1.012
6.18,4.18,2024-08-20 11:28:04+00:00,1.02
6.25,4.18,2024-08-20 11:29:04+00:00,1.013
6.18,4.12,2024-08-20 11:30:04+00:00,1.015
6.25,4.12,2024-08-20 11:31:04+00:00,1.015
6.25,4.12,2024-08-20 11:32:04+00:00,1.014
6.25,4.12,2024-08-20 11:33:04+00:00,1.013
6.18,4.18,2024-08-20 11:34:04+00:00,1.014
6.25,4.18,2024-08-20 11:35:04+00:00,1.014
6.25,4.12,2024-08-20 11:36:04+00:00,1.014
6.25,4.18,2024-08-20 11:37:04+00:00,1.014
6.25,4.18,2024-08-20 11:38:03+00:00,0.984
6.25,4.18,2024-08-20 11:39:03+00:00,0.996
6.18,4.18,2024-08-20 11:40:03+00:00,1.018
6.25,4.12,2024-08-20 11:41:03+00:00,1.019
6.25,4.18,2024-08-20 11:42:03+00:00,1.008
6.25,4.18,2024-08-20 11:43:03+00:00,1.021
6.25,4.12,2024-08-20 11:44:03+00:00,1.016
6.25,4.12,2024-08-20 11:45:03+00:00,1.016
6.18,4.12,2024-08-20 11:46:03+00:00,1.013
6.25,4.12,2024-08-20 11:47:03+00:00,1.014
6.25,4.12,2024-08-20 11:48:03+00:00,1.014
6.25,4.18,2024-08-20 11:49:03+00:00,1.015
6.25,4.12,2024-08-20 11:50:03+00:00,1.014
6.25,4.12,2024-08-20 11:51:03+00:00,1.014
6.25,4.18,2024-08-20 11:52:03+00:00,1.015
6.25,4.18,2024-08-20 11:53:03+00:00,1.016
6.25,4.18,2024-08-20 11:54:03+00:00,0.983
6.25,4.18,2024-08-20 11:55:03+00:00,0.989
6.25,4.18,2024-08-20 11:56:03+00:00,1.0
6.25,4.18,2024-08-20 11:57:03+00:00,1.016
6.25,4.18,2024-08-20 11:58:03+00:00,1.013
6.25,4.18,2024-08-20 11:59:03+00:00,1.013
6.18,4.18,2024-08-20 11:59:58+00:00,1.012
6.25,4.18,2024-08-20 12:00:58+00:00,1.015
6.25,4.18,2024-08-20 12:01:58+00:00,1.015
6.25,4.18,2024-08-20 12:02:58+00:00,1.015
6.25,4.18,2024-08-20 12:03:58+00:00,1.014
6.25,4.18,2024-08-20 12:04:58+00:00,1.014
6.31,4.18,2024-08-20 12:05:58+00:00,1.014
6.25,4.18,2024-08-20 12:06:58+00:00,1.015
6.31,4.25,2024-08-20 12:07:58+00:00,1.002
6.31,4.18,2024-08-20 12:08:58+00:00,1.009
6.31,4.18,2024-08-20 12:09:58+00:00,1.011
6.31,4.18,2024-08-20 12:10:58+00:00,1.013
6.31,4.18,2024-08-20 12:11:58+00:00,1.011
6.31,4.12,2024-08-20 12:12:58+00:00,1.016
6.31,4.18,2024-08-20 12:13:58+00:00,1.015
6.31,4.18,2024-08-20 12:14:58+00:00,1.015
6.31,4.18,2024-08-20 12:15:57+00:00,1.014
6.25,4.12,2024-08-20 12:16:57+00:00,1.013
6.31,4.18,2024-08-20 12:17:57+00:00,1.014
6.31,4.25,2024-08-20 12:18:57+00:00,1.015
6.31,4.25,2024-08-20 12:19:57+00:00,1.013
6.31,4.25,2024-08-20 12:20:57+00:00,1.013
6.25,4.18,2024-08-20 12:21:57+00:00,1.014
6.31,4.18,2024-08-20 12:22:57+00:00,1.012
6.31,4.18,2024-08-20 12:23:57+00:00,0.914
6.31,4.18,2024-08-20 12:24:57+00:00,1.022
6.31,4.18,2024-08-20 12:25:57+00:00,1.016
6.31,4.18,2024-08-20 12:26:57+00:00,1.007
6.31,4.18,2024-08-20 12:27:57+00:00,1.016
6.31,4.18,2024-08-20 12:28:57+00:00,1.013
6.37,4.18,2024-08-20 12:29:57+00:00,1.015
6.37,4.18,2024-08-20 12:30:57+00:00,1.013
6.31,4.18,2024-08-20 12:31:57+00:00,1.014
6.31,4.18,2024-08-20 12:32:57+00:00,1.014
6.37,4.25,2024-08-20 12:33:57+00:00,1.014
6.37,4.18,2024-08-20 12:34:57+00:00,1.013
6.31,4.18,2024-08-20 12:35:57+00:00,1.015
6.37,4.18,2024-08-20 12:36:57+00:00,1.015
6.37,4.18,2024-08-20 12:37:56+00:00,1.006
6.37,4.25,2024-08-20 12:38:56+00:00,0.997
6.37,4.18,2024-08-20 12:39:56+00:00,1.004
6.37,4.18,2024-08-20 12:40:56+00:00,1.025
6.37,4.25,2024-08-20 12:41:56+00:00,1.031
6.37,4.18,2024-08-20 12:42:56+00:00,1.022
6.37,4.18,2024-08-20 12:43:56+00:00,1.013
6.37,4.18,2024-08-20 12:44:56+00:00,1.015
6.31,4.18,2024-08-20 12:45:56+00:00,1.015
6.37,4.25,2024-08-20 12:46:56+00:00,1.015
6.31,4.25,2024-08-20 12:47:56+00:00,1.014
6.31,4.25,2024-08-20 12:48:56+00:00,1.016
6.37,4.25,2024-08-20 12:49:56+00:00,1.015
6.31,4.18,2024-08-20 12:50:56+00:00,1.016
6.37,4.18,2024-08-20 12:51:56+00:00,1.014
6.31,4.18,2024-08-20 12:52:56+00:00,1.019
6.31,4.25,2024-08-20 12:53:56+00:00,1.002
6.37,4.18,2024-08-20 12:54:56+00:00,1.016
6.31,4.25,2024-08-20 12:55:56+00:00,0.992
6.37,4.25,2024-08-20 12:56:56+00:00,1.023
6.37,4.25,2024-08-20 12:57:56+00:00,1.009
6.37,4.25,2024-08-20 12:58:56+00:00,1.012
6.37,4.18,2024-08-20 12:59:51+00:00,1.012
6.37,4.18,2024-08-20 13:00:51+00:00,1.013
6.31,4.18,2024-08-20 13:01:51+00:00,1.013
6.37,4.18,2024-08-20 13:02:51+00:00,1.015
6.37,4.18,2024-08-20 13:03:51+00:00,1.015
6.37,4.18,2024-08-20 13:04:51+00:00,1.016
6.37,4.18,2024-08-20 13:05:51+00:00,1.013
6.37,4.18,2024-08-20 13:06:51+00:00,1.015
6.37,4.25,2024-08-20 13:07:51+00:00,0.996
6.37,4.25,2024-08-20 13:08:51+00:00,0.984
6.37,4.25,2024-08-20 13:09:51+00:00,0.987
6.37,4.25,2024-08-20 13:10:51+00:00,1.023
6.31,4.25,2024-08-20 13:11:51+00:00,1.031
6.37,4.18,2024-08-20 13:12:51+00:00,1.016
6.37,4.25,2024-08-20 13:13:51+00:00,1.018
6.37,4.18,2024-08-20 13:14:51+00:00,1.014
6.37,4.18,2024-08-20 13:15:50+00:00,1.016
6.31,4.18,2024-08-20 13:16:50+00:00,1.014
6.37,4.25,2024-08-20 13:17:50+00:00,1.016
6.37,4.25,2024-08-20 13:18:50+00:00,1.014
6.37,4.25,2024-08-20 13:19:50+00:00,1.015
6.37,4.18,2024-08-20 13:20:50+00:00,1.014
6.37,4.25,2024-08-20 13:21:50+00:00,1.014
6.37,4.18,2024-08-20 13:22:50+00:00,1.024
6.37,4.18,2024-08-20 13:23:50+00:00,1.013
6.37,4.18,2024-08-20 13:24:50+00:00,1.024
6.37,4.25,2024-08-20 13:25:50+00:00,1.021
6.37,4.18,2024-08-20 13:26:50+00:00,1.021
6.43,4.25,2024-08-20 13:27:50+00:00,1.027
6.37,4.18,2024-08-20 13:28:50+00:00,1.015
6.37,4.25,2024-08-20 13:29:50+00:00,1.015
6.37,4.25,2024-08-20 13:30:50+00:00,1.014
6.43,4.25,2024-08-20 13:31:50+00:00,1.015
6.37,4.25,2024-08-20 13:32:50+00:00,1.014
6.37,4.18,2024-08-20 13:33:50+00:00,1.015
6.43,4.18,2024-08-20 13:34:50+00:00,1.014
6.37,4.25,2024-08-20 13:35:50+00:00,1.015
6.43,4.18,2024-08-20 13:36:50+00:00,1.015
6.37,4.25,2024-08-20 13:37:49+00:00,1.005
6.37,4.18,2024-08-20 13:38:49+00:00,1.007
6.37,4.25,2024-08-20 13:39:49+00:00,1.018
6.43,4.25,2024-08-20 13:40:49+00:00,1.024
6.43,4.18,2024-08-20 13:41:49+00:00,1.007
6.37,4.25,2024-08-20 13:42:49+00:00,1.019
6.43,4.25,2024-08-20 13:43:49+00:00,1.012
6.43,4.18,2024-08-20 13:44:49+00:00,1.015
6.43,4.31,2024-08-20 13:45:49+00:00,1.015
6.43,4.18,2024-08-20 13:46:49+00:00,1.015
6.43,4.25,2024-08-20 13:47:49+00:00,1.015
6.43,4.25,2024-08-20 13:48:49+00:00,1.015
6.43,4.25,2024-08-20 13:49:49+00:00,1.015
6.43,4.18,2024-08-20 13:50:49+00:00,1.015
6.43,4.25,2024-08-20 13:51:49+00:00,1.015
6.43,4.25,2024-08-20 13:52:49+00:00,1.014
6.5,4.25,2024-08-20 13:53:49+00:00,1.013
6.43,4.18,2024-08-20 13:54:49+00:00,1.011
6.5,4.18,2024-08-20 13:55:49+00:00,1.014
6.5,4.25,2024-08-20 13:56:49+00:00,1.015
6.5,4.25,2024-08-20 13:57:49+00:00,1.015
6.43,4.25,2024-08-20 13:58:49+00:00,1.013
6.43,4.25,2024-08-20 13:59:44+00:00,1.015
6.5,4.18,2024-08-20 14:00:44+00:00,1.014
6.5,4.25,2024-08-20 14:01:44+00:00,1.013
6.5,4.25,2024-08-20 14:02:44+00:00,1.013
6.5,4.25,2024-08-20 14:03:44+00:00,1.014
6.5,4.25,2024-08-20 14:04:44+00:00,1.015
6.5,4.25,2024-08-20 14:05:44+00:00,1.014
6.5,4.25,2024-08-20 14:06:44+00:00,1.014
6.5,4.25,2024-08-20 14:07:44+00:00,1.015
6.5,4.25,2024-08-20 14:08:44+00:00,1.014
6.5,4.25,2024-08-20 14:09:44+00:00,1.015
6.5,4.25,2024-08-20 14:10:44+00:00,1.015
6.5,4.31,2024-08-20 14:11:44+00:00,1.016
6.5,4.31,2024-08-20 14:12:44+00:00,1.014
6.5,4.25,2024-08-20 14:13:44+00:00,0.998
6.43,4.25,2024-08-20 14:14:43+00:00,0.831
6.5,4.25,2024-08-20 14:15:43+00:00,0.597
6.43,4.31,2024-08-20 14:16:43+00:00,0.179
6.43,4.37,2024-08-20 14:17:43+00:00,0.179
6.43,5.12,2024-08-20 14:18:43+00:00,0.181
7.06,11.18,2024-08-20 14:19:43+00:00,0.181
7.12,9.56,2024-08-20 14:20:43+00:00,0.181
7.37,23.68,2024-08-20 14:21:43+00:00,0.181
7.62,52.31,2024-08-20 14:22:43+00:00,0.183
11.0,47.43,2024-08-20 14:23:43+00:00,0.186
15.0,36.18,2024-08-20 14:24:43+00:00,0.185
18.68,36.56,2024-08-20 14:25:43+00:00,0.186
21.5,36.81,2024-08-20 14:26:43+00:00,0.184
24.0,36.62,2024-08-20 14:27:43+00:00,0.185
25.0,36.37,2024-08-20 14:28:43+00:00,0.185
26.0,35.37,2024-08-20 14:29:43+00:00,0.185
26.87,37.31,2024-08-20 14:30:43+00:00,0.184
27.62,58.06,2024-08-20 14:31:43+00:00,0.184
28.5,66.81,2024-08-20 14:32:43+00:00,0.186
29.87,68.31,2024-08-20 14:33:43+00:00,0.186
31.37,70.62,2024-08-20 14:34:43+00:00,0.187
33.31,68.43,2024-08-20 14:35:43+00:00,0.184
35.25,66.18,2024-08-20 14:36:42+00:00,0.183
38.81,60.68,2024-08-20 14:37:42+00:00,0.184
41.43,55.5,2024-08-20 14:38:42+00:00,0.183
43.37,53.68,2024-08-20 14:39:42+00:00,0.183
45.06,52.75,2024-08-20 14:40:42+00:00,0.182
46.5,52.12,2024-08-20 14:41:42+00:00,0.184
47.68,51.75,2024-08-20 14:42:42+00:00,0.183
48.56,51.5,2024-08-20 14:43:42+00:00,0.183
49.37,51.37,2024-08-20 14:44:42+00:00,0.183
49.62,51.18,2024-08-20 14:45:42+00:00,0.181
49.93,50.12,2024-08-20 14:46:42+00:00,0.181
50.18,49.06,2024-08-20 14:47:42+00:00,0.183
50.18,41.93,2024-08-20 14:48:42+00:00,0.182
36.68,29.37,2024-08-20 16:01:31+00:00,0.398
36.43,29.43,2024-08-20 16:02:31+00:00,0.421
36.25,29.43,2024-08-20 16:03:31+00:00,0.436
36.06,29.43,2024-08-20 16:04:31+00:00,0.449
35.93,29.43,2024-08-20 16:05:31+00:00,0.452
35.75,29.43,2024-08-20 16:06:31+00:00,0.458
35.62,29.37,2024-08-20 16:07:31+00:00,0.457
35.5,29.37,2024-08-20 16:08:31+00:00,0.495
35.37,29.43,2024-08-20 16:09:31+00:00,0.52
35.25,29.43,2024-08-20 16:10:31+00:00,0.579
35.06,29.56,2024-08-20 16:11:31+00:00,0.217
33.68,29.5,2024-08-20 16:12:31+00:00,0.432
33.31,28.93,2024-08-20 16:13:31+00:00,0.458
32.37,28.25,2024-08-20 16:14:31+00:00,0.691
31.56,27.5,2024-08-20 16:15:30+00:00,0.458
30.81,26.81,2024-08-20 16:16:30+00:00,0.55
29.75,26.06,2024-08-20 16:17:30+00:00,0.435
29.12,25.25,2024-08-20 16:18:30+00:00,0.259
28.31,24.75,2024-08-20 16:19:30+00:00,0.636
27.68,24.25,2024-08-20 16:20:30+00:00,0.24
27.18,23.81,2024-08-20 16:21:30+00:00,0.755
26.75,23.31,2024-08-20 16:22:30+00:00,0.634
26.06,23.12,2024-08-20 16:23:30+00:00,0.612
25.56,22.81,2024-08-20 16:24:30+00:00,0.826
25.31,22.31,2024-08-20 16:25:30+00:00,0.749
24.87,22.12,2024-08-20 16:26:30+00:00,0.636
24.25,21.62,2024-08-20 16:27:30+00:00,0.792
23.75,21.18,2024-08-20 16:28:30+00:00,0.836
23.25,20.81,2024-08-20 16:29:30+00:00,0.703
22.87,20.43,2024-08-20 16:30:30+00:00,0.735
22.5,20.37,2024-08-20 16:31:30+00:00,0.839
22.12,20.18,2024-08-20 16:32:30+00:00,0.566
21.68,19.75,2024-08-20 16:33:30+00:00,0.746
21.43,19.75,2024-08-20 16:34:30+00:00,0.888
21.18,19.75,2024-08-20 16:35:30+00:00,0.329
21.06,19.81,2024-08-20 16:36:30+00:00,0.799
20.81,19.68,2024-08-20 16:37:29+00:00,0.947
20.62,19.56,2024-08-20 16:38:29+00:00,0.451
20.43,19.25,2024-08-20 16:39:29+00:00,0.821
20.18,19.0,2024-08-20 16:40:29+00:00,1.038
19.93,18.5,2024-08-20 16:41:29+00:00,0.929
19.62,18.25,2024-08-20 16:42:29+00:00,0.89
19.5,18.5,2024-08-20 16:43:29+00:00,0.819
19.37,18.5,2024-08-20 16:44:29+00:00,0.872
19.18,18.37,2024-08-20 16:45:29+00:00,0.919
19.0,18.06,2024-08-20 16:46:29+00:00,0.88
18.87,17.87,2024-08-20 16:47:29+00:00,0.976
18.68,17.87,2024-08-20 16:48:29+00:00,0.791
18.56,17.75,2024-08-20 16:49:29+00:00,0.901
18.43,17.43,2024-08-20 16:50:29+00:00,1.006
18.31,17.62,2024-08-20 16:51:29+00:00,0.835
18.25,17.75,2024-08-20 16:52:29+00:00,0.928
18.12,17.81,2024-08-20 16:53:29+00:00,1.037
18.06,17.87,2024-08-20 16:54:29+00:00,1.025
17.93,17.62,2024-08-20 16:55:29+00:00,0.331
17.87,17.37,2024-08-20 16:56:29+00:00,0.966
17.68,17.18,2024-08-20 16:57:29+00:00,0.724
17.56,17.0,2024-08-20 16:58:28+00:00,0.782
17.37,16.75,2024-08-20 16:59:24+00:00,0.952
17.25,16.5,2024-08-20 17:00:24+00:00,0.954
17.0,16.25,2024-08-20 17:01:24+00:00,0.958
16.81,15.93,2024-08-20 17:02:24+00:00,0.984
16.68,15.93,2024-08-20 17:03:24+00:00,0.82
16.62,15.93,2024-08-20 17:04:24+00:00,0.958
16.56,16.12,2024-08-20 17:05:24+00:00,0.523
16.5,16.43,2024-08-20 17:06:24+00:00,0.932
16.56,16.56,2024-08-20 17:07:24+00:00,1.04
16.62,16.62,2024-08-20 17:08:24+00:00,0.664
