Over surface temperature (ºC),Surface temperature (ºC),DateTime,AccelX
16.62,16.62,2024-08-20 17:09:24+00:00,0.447
16.62,16.56,2024-08-20 17:10:24+00:00,0.788
16.62,16.43,2024-08-20 17:11:24+00:00,0.992
16.56,16.25,2024-08-20 17:12:24+00:00,0.948
16.5,16.12,2024-08-20 17:13:24+00:00,0.637
16.43,15.93,2024-08-20 17:14:23+00:00,0.897
16.31,15.75,2024-08-20 17:15:23+00:00,0.98
16.18,15.5,2024-08-20 17:16:23+00:00,0.852
16.18,15.56,2024-08-20 17:17:23+00:00,0.987
16.06,15.68,2024-08-20 17:18:23+00:00,1.03
16.06,15.75,2024-08-20 17:19:23+00:00,0.897
16.12,15.81,2024-08-20 17:20:23+00:00,0.868
16.06,15.75,2024-08-20 17:21:23+00:00,0.999
16.12,15.68,2024-08-20 17:22:23+00:00,0.869
16.06,15.56,2024-08-20 17:23:23+00:00,0.996
16.06,15.5,2024-08-20 17:24:23+00:00,0.921
16.0,15.31,2024-08-20 17:25:23+00:00,0.667
15.93,15.18,2024-08-20 17:26:23+00:00,1.025
15.87,15.12,2024-08-20 17:27:23+00:00,0.878
15.87,15.06,2024-08-20 17:28:23+00:00,1.011
15.81,15.06,2024-08-20 17:29:23+00:00,0.563
15.81,14.87,2024-08-20 17:30:23+00:00,0.944
15.68,14.68,2024-08-20 17:31:23+00:00,1.018
15.62,14.5,2024-08-20 17:32:23+00:00,0.848
15.5,14.31,2024-08-20 17:33:23+00:00,1.082
15.31,14.18,2024-08-20 17:34:23+00:00,1.009
15.25,13.93,2024-08-20 17:35:23+00:00,0.898
15.12,13.81,2024-08-20 17:36:22+00:00,0.91
15.06,13.62,2024-08-20 17:37:22+00:00,0.976
14.81,13.43,2024-08-20 17:38:22+00:00,0.903
14.75,13.18,2024-08-20 17:39:22+00:00,0.788
14.56,13.0,2024-08-20 17:40:22+00:00,0.796
14.43,12.87,2024-08-20 17:41:22+00:00,0.974
14.31,12.68,2024-08-20 17:42:22+00:00,1.044
14.06,12.5,2024-08-20 17:43:22+00:00,0.919
13.87,12.31,2024-08-20 17:44:22+00:00,0.998
13.75,12.12,2024-08-20 17:45:22+00:00,0.696
13.5,11.93,2024-08-20 17:46:22+00:00,0.949
13.5,11.81,2024-08-20 17:47:22+00:00,0.914
13.25,11.62,2024-08-20 17:48:22+00:00,0.962
13.06,11.43,2024-08-20 17:49:22+00:00,1.084
12.93,11.25,2024-08-20 17:50:22+00:00,0.821
12.81,11.0,2024-08-20 17:51:22+00:00,0.894
12.68,10.87,2024-08-20 17:52:22+00:00,1.037
12.5,10.75,2024-08-20 17:53:22+00:00,0.918
12.37,10.5,2024-08-20 17:54:22+00:00,1.048
12.18,10.37,2024-08-20 17:55:22+00:00,0.884
12.06,10.12,2024-08-20 17:56:22+00:00,0.973
11.75,9.93,2024-08-20 17:57:22+00:00,0.821
11.56,9.81,2024-08-20 17:58:21+00:00,0.914
11.25,9.62,2024-08-20 17:59:18+00:00,0.921
11.18,9.43,2024-08-20 18:00:18+00:00,0.977
10.87,9.31,2024-08-20 18:01:18+00:00,0.994
10.62,9.12,2024-08-20 18:02:18+00:00,0.743
10.56,8.87,2024-08-20 18:03:18+00:00,0.978
10.43,8.75,2024-08-20 18:04:18+00:00,0.915
10.18,8.56,2024-08-20 18:05:18+00:00,0.91
10.06,8.43,2024-08-20 18:06:18+00:00,1.0
10.0,8.18,2024-08-20 18:07:18+00:00,0.987
9.81,8.06,2024-08-20 18:08:18+00:00,0.978
9.62,7.93,2024-08-20 18:09:18+00:00,0.967
9.5,7.68,2024-08-20 18:10:18+00:00,0.785
9.25,7.56,2024-08-20 18:11:18+00:00,0.877
9.12,7.31,2024-08-20 18:12:18+00:00,0.85
8.87,7.18,2024-08-20 18:13:18+00:00,0.877
8.81,7.06,2024-08-20 18:14:17+00:00,1.049
8.62,6.81,2024-08-20 18:15:17+00:00,1.027
8.43,6.62,2024-08-20 18:16:17+00:00,1.038
8.12,6.56,2024-08-20 18:17:17+00:00,0.873
7.93,6.43,2024-08-20 18:18:17+00:00,1.006
7.81,6.18,2024-08-20 18:19:17+00:00,0.93
7.62,5.93,2024-08-20 18:20:17+00:00,0.827
7.37,5.87,2024-08-20 18:21:17+00:00,1.036
7.31,5.62,2024-08-20 18:22:17+00:00,0.815
7.18,5.5,2024-08-20 18:23:17+00:00,0.867
6.93,5.31,2024-08-20 18:24:17+00:00,0.926
6.75,5.18,2024-08-20 18:25:17+00:00,0.923
6.62,5.06,2024-08-20 18:26:17+00:00,0.952
6.5,5.0,2024-08-20 18:27:17+00:00,1.024
6.43,5.06,2024-08-20 18:28:17+00:00,1.015
6.43,5.06,2024-08-20 18:29:17+00:00,1.011
6.43,5.06,2024-08-20 18:30:17+00:00,1.013
6.43,5.0,2024-08-20 18:31:17+00:00,1.014
6.5,5.06,2024-08-20 18:32:17+00:00,1.013
6.56,5.06,2024-08-20 18:33:17+00:00,1.012
6.62,5.06,2024-08-20 18:34:17+00:00,1.013
6.68,5.06,2024-08-20 18:35:17+00:00,1.014
6.75,5.06,2024-08-20 18:36:16+00:00,1.013
6.81,5.0,2024-08-20 18:37:16+00:00,1.014
6.87,5.0,2024-08-20 18:38:16+00:00,1.013
6.93,5.0,2024-08-20 18:39:16+00:00,1.013
6.81,4.93,2024-08-20 18:40:16+00:00,0.955
6.75,4.81,2024-08-20 18:41:16+00:00,0.931
6.68,4.75,2024-08-20 18:42:16+00:00,1.0
6.68,4.75,2024-08-20 18:43:16+00:00,1.013
6.68,4.81,2024-08-20 18:44:16+00:00,1.018
6.68,4.75,2024-08-20 18:45:16+00:00,1.015
6.75,4.75,2024-08-20 18:46:16+00:00,1.015
6.81,4.75,2024-08-20 18:47:16+00:00,1.015
6.81,4.68,2024-08-20 18:48:16+00:00,1.014
6.93,4.75,2024-08-20 18:49:16+00:00,1.015
6.93,4.68,2024-08-20 18:50:16+00:00,1.014
6.93,4.68,2024-08-20 18:51:16+00:00,1.013
7.06,4.68,2024-08-20 18:52:16+00:00,1.015
7.06,4.68,2024-08-20 18:53:16+00:00,1.015
7.12,4.68,2024-08-20 18:54:16+00:00,1.014
7.12,4.62,2024-08-20 18:55:16+00:00,0.953
7.06,4.56,2024-08-20 18:56:16+00:00,0.887
7.0,4.56,2024-08-20 18:57:15+00:00,0.954
7.0,4.5,2024-08-20 18:58:15+00:00,1.021
7.0,4.43,2024-08-20 18:59:10+00:00,1.015
7.06,4.5,2024-08-20 19:00:10+00:00,1.018
7.06,4.5,2024-08-20 19:01:10+00:00,1.013
7.12,4.5,2024-08-20 19:02:10+00:00,1.016
7.12,4.5,2024-08-20 19:03:10+00:00,1.016
7.12,4.5,2024-08-20 19:04:10+00:00,1.015
7.18,4.43,2024-08-20 19:05:10+00:00,1.015
7.25,4.5,2024-08-20 19:06:10+00:00,1.015
7.31,4.56,2024-08-20 19:07:10+00:00,1.013
7.31,4.5,2024-08-20 19:08:10+00:00,1.015
7.37,4.5,2024-08-20 19:09:10+00:00,1.015
7.12,4.5,2024-08-20 19:10:10+00:00,0.983
7.0,4.43,2024-08-20 19:11:10+00:00,0.842
6.81,4.43,2024-08-20 19:12:10+00:00,1.002
6.75,4.43,2024-08-20 19:13:10+00:00,1.027
6.75,4.43,2024-08-20 19:14:09+00:00,1.016
6.75,4.5,2024-08-20 19:15:09+00:00,1.01
6.75,4.5,2024-08-20 19:16:09+00:00,1.013
6.81,4.43,2024-08-20 19:17:09+00:00,1.013
6.75,4.43,2024-08-20 19:18:09+00:00,1.014
6.81,4.43,2024-08-20 19:19:09+00:00,1.012
6.81,4.43,2024-08-20 19:20:09+00:00,1.013
6.93,4.43,2024-08-20 19:21:09+00:00,1.013
6.93,4.43,2024-08-20 19:22:09+00:00,1.013
7.0,4.43,2024-08-20 19:23:09+00:00,1.013
7.06,4.5,2024-08-20 19:24:09+00:00,1.013
7.12,4.43,2024-08-20 19:25:09+00:00,0.841
7.06,4.37,2024-08-20 19:26:09+00:00,0.995
6.87,4.37,2024-08-20 19:27:09+00:00,1.033
6.81,4.37,2024-08-20 19:28:09+00:00,1.002
6.81,4.37,2024-08-20 19:29:09+00:00,1.009
6.81,4.37,2024-08-20 19:30:09+00:00,1.014
6.81,4.37,2024-08-20 19:31:09+00:00,1.012
6.81,4.43,2024-08-20 19:32:09+00:00,1.014
6.93,4.37,2024-08-20 19:33:09+00:00,1.012
6.93,4.37,2024-08-20 19:34:09+00:00,1.012
6.93,4.37,2024-08-20 19:35:09+00:00,1.013
7.06,4.43,2024-08-20 19:36:08+00:00,1.013
7.06,4.37,2024-08-20 19:37:08+00:00,1.013
7.06,4.37,2024-08-20 19:38:08+00:00,1.013
7.12,4.37,2024-08-20 19:39:08+00:00,1.013
7.06,4.37,2024-08-20 19:40:08+00:00,0.994
6.81,4.37,2024-08-20 19:41:08+00:00,0.963
6.81,4.37,2024-08-20 19:42:08+00:00,0.999
6.81,4.43,2024-08-20 19:43:08+00:00,1.017
6.75,4.37,2024-08-20 19:44:08+00:00,1.009
6.75,4.37,2024-08-20 19:45:08+00:00,1.016
6.68,4.37,2024-08-20 19:46:08+00:00,1.013
6.81,4.37,2024-08-20 19:47:08+00:00,1.015
6.75,4.37,2024-08-20 19:48:08+00:00,1.014
6.81,4.37,2024-08-20 19:49:08+00:00,1.014
6.87,4.37,2024-08-20 19:50:08+00:00,1.015
6.93,4.37,2024-08-20 19:51:08+00:00,1.014
6.93,4.37,2024-08-20 19:52:08+00:00,1.015
7.0,4.37,2024-08-20 19:53:08+00:00,1.014
7.06,4.37,2024-08-20 19:54:08+00:00,1.013
6.93,4.37,2024-08-20 19:55:08+00:00,0.957
6.68,4.37,2024-08-20 19:56:08+00:00,0.973
6.5,4.37,2024-08-20 19:57:08+00:00,1.041
6.43,4.37,2024-08-20 19:58:08+00:00,1.021
6.37,4.37,2024-08-20 19:59:04+00:00,1.015
6.37,4.37,2024-08-20 20:00:04+00:00,1.017
6.37,4.31,2024-08-20 20:01:04+00:00,1.016
6.37,4.37,2024-08-20 20:02:04+00:00,1.014
6.43,4.37,2024-08-20 20:03:04+00:00,1.015
6.5,4.37,2024-08-20 20:04:04+00:00,1.015
6.56,4.43,2024-08-20 20:05:04+00:00,1.015
6.62,4.37,2024-08-20 20:06:04+00:00,1.014
6.62,4.37,2024-08-20 20:07:04+00:00,1.015
6.68,4.37,2024-08-20 20:08:04+00:00,1.015
6.75,4.37,2024-08-20 20:09:04+00:00,1.015
6.75,4.37,2024-08-20 20:10:04+00:00,0.763
6.68,4.43,2024-08-20 20:11:04+00:00,1.034
6.56,4.37,2024-08-20 20:12:04+00:00,1.008
6.5,4.37,2024-08-20 20:13:04+00:00,1.02
6.56,4.37,2024-08-20 20:14:04+00:00,1.008
6.56,4.43,2024-08-20 20:15:03+00:00,1.015
6.56,4.37,2024-08-20 20:16:03+00:00,1.014
6.56,4.37,2024-08-20 20:17:03+00:00,1.015
6.62,4.31,2024-08-20 20:18:03+00:00,1.014
6.62,4.37,2024-08-20 20:19:03+00:00,1.015
6.75,4.37,2024-08-20 20:20:03+00:00,1.015
6.75,4.37,2024-08-20 20:21:03+00:00,1.014
6.81,4.37,2024-08-20 20:22:03+00:00,1.014
6.81,4.37,2024-08-20 20:23:03+00:00,1.015
6.87,4.37,2024-08-20 20:24:03+00:00,1.014
6.81,4.37,2024-08-20 20:25:03+00:00,0.995
6.75,4.37,2024-08-20 20:26:03+00:00,0.932
6.68,4.43,2024-08-20 20:27:03+00:00,1.033
6.62,4.37,2024-08-20 20:28:03+00:00,0.986
6.62,4.37,2024-08-20 20:29:03+00:00,1.019
6.68,4.43,2024-08-20 20:30:03+00:00,1.01
6.62,4.43,2024-08-20 20:31:03+00:00,1.015
6.68,4.37,2024-08-20 20:32:03+00:00,1.015
6.75,4.43,2024-08-20 20:33:03+00:00,1.014
6.75,4.43,2024-08-20 20:34:03+00:00,1.014
6.75,4.43,2024-08-20 20:35:03+00:00,1.014
6.81,4.37,2024-08-20 20:36:03+00:00,1.015
6.87,4.43,2024-08-20 20:37:02+00:00,1.015
6.87,4.37,2024-08-20 20:38:02+00:00,1.015
6.93,4.43,2024-08-20 20:39:02+00:00,1.014
6.87,4.37,2024-08-20 20:40:02+00:00,0.933
6.81,4.43,2024-08-20 20:41:02+00:00,0.851
6.62,4.43,2024-08-20 20:42:02+00:00,1.022
6.68,4.43,2024-08-20 20:43:02+00:00,0.999
6.62,4.37,2024-08-20 20:44:02+00:00,1.016
6.62,4.43,2024-08-20 20:45:02+00:00,1.015
6.62,4.5,2024-08-20 20:46:02+00:00,1.016
6.68,4.43,2024-08-20 20:47:02+00:00,1.014
6.75,4.43,2024-08-20 20:48:02+00:00,1.016
6.75,4.43,2024-08-20 20:49:02+00:00,1.015
6.75,4.43,2024-08-20 20:50:02+00:00,1.015
6.81,4.43,2024-08-20 20:51:02+00:00,1.014
6.87,4.43,2024-08-20 20:52:02+00:00,1.015
6.93,4.5,2024-08-20 20:53:02+00:00,1.015
6.93,4.5,2024-08-20 20:54:02+00:00,1.015
6.93,4.43,2024-08-20 20:55:02+00:00,0.979
6.81,4.43,2024-08-20 20:56:02+00:00,1.003
6.62,4.43,2024-08-20 20:57:02+00:00,1.021
6.56,4.37,2024-08-20 20:58:02+00:00,0.959
6.31,4.25,2024-08-20 20:58:57+00:00,0.939
6.25,4.06,2024-08-20 20:59:57+00:00,0.703
6.12,4.06,2024-08-20 21:00:57+00:00,0.982
6.06,4.0,2024-08-20 21:01:57+00:00,0.98
6.06,4.0,2024-08-20 21:02:56+00:00,1.027
6.0,4.0,2024-08-20 21:03:56+00:00,1.022
6.06,3.93,2024-08-20 21:04:56+00:00,1.014
6.0,4.0,2024-08-20 21:05:56+00:00,1.015
6.06,4.0,2024-08-20 21:06:56+00:00,1.015
6.06,4.0,2024-08-20 21:07:56+00:00,1.014
6.06,4.06,2024-08-20 21:08:56+00:00,1.014
6.12,4.0,2024-08-20 21:09:56+00:00,1.015
6.12,4.0,2024-08-20 21:10:56+00:00,1.014
6.12,4.0,2024-08-20 21:11:56+00:00,1.014
6.18,4.0,2024-08-20 21:12:56+00:00,1.015
6.18,4.0,2024-08-20 21:13:56+00:00,1.015
6.25,4.0,2024-08-20 21:14:56+00:00,0.969
6.06,4.0,2024-08-20 21:15:56+00:00,0.949
5.93,4.0,2024-08-20 21:16:56+00:00,1.013
5.93,4.0,2024-08-20 21:17:56+00:00,1.003
5.93,3.93,2024-08-20 21:18:56+00:00,1.016
5.87,3.93,2024-08-20 21:19:56+00:00,1.011
5.93,4.0,2024-08-20 21:20:56+00:00,1.014
5.93,4.0,2024-08-20 21:21:56+00:00,1.014
5.93,3.93,2024-08-20 21:22:56+00:00,1.013
6.0,3.93,2024-08-20 21:23:56+00:00,1.014
6.0,3.93,2024-08-20 21:24:55+00:00,1.014
6.06,4.0,2024-08-20 21:25:55+00:00,1.014
6.12,3.93,2024-08-20 21:26:55+00:00,1.014
6.18,4.0,2024-08-20 21:27:55+00:00,1.015
6.25,4.0,2024-08-20 21:28:55+00:00,1.014
6.18,4.0,2024-08-20 21:29:55+00:00,1.009
6.0,4.0,2024-08-20 21:30:55+00:00,1.098
5.93,4.0,2024-08-20 21:31:55+00:00,0.996
5.87,4.0,2024-08-20 21:32:55+00:00,1.014
5.87,4.0,2024-08-20 21:33:55+00:00,1.002
5.93,4.0,2024-08-20 21:34:55+00:00,1.013
5.93,4.0,2024-08-20 21:35:55+00:00,1.015
5.93,4.0,2024-08-20 21:36:55+00:00,1.013
6.0,3.93,2024-08-20 21:37:55+00:00,1.014
6.0,3.93,2024-08-20 21:38:55+00:00,1.014
6.06,4.06,2024-08-20 21:39:55+00:00,1.013
6.12,3.93,2024-08-20 21:40:55+00:00,1.012
6.12,3.93,2024-08-20 21:41:55+00:00,1.014
6.18,4.0,2024-08-20 21:42:55+00:00,1.014
6.25,3.93,2024-08-20 21:43:55+00:00,1.013
6.18,3.93,2024-08-20 21:44:55+00:00,0.784
6.12,4.0,2024-08-20 21:45:55+00:00,0.999
6.12,4.0,2024-08-20 21:46:55+00:00,1.03
6.06,4.0,2024-08-20 21:47:54+00:00,0.999
6.0,4.0,2024-08-20 21:48:54+00:00,1.016
6.06,4.0,2024-08-20 21:49:54+00:00,1.011
6.06,4.0,2024-08-20 21:50:54+00:00,1.012
6.12,3.93,2024-08-20 21:51:54+00:00,1.015
6.12,4.0,2024-08-20 21:52:54+00:00,1.014
6.12,4.0,2024-08-20 21:53:54+00:00,1.014
6.18,4.0,2024-08-20 21:54:54+00:00,1.014
6.18,4.06,2024-08-20 21:55:54+00:00,1.015
6.25,4.0,2024-08-20 21:56:54+00:00,1.015
6.25,4.0,2024-08-20 21:57:54+00:00,1.014
6.31,4.0,2024-08-20 21:58:50+00:00,1.014
6.31,4.0,2024-08-20 21:59:50+00:00,0.898
6.12,4.06,2024-08-20 22:00:50+00:00,0.735
6.06,4.06,2024-08-20 22:01:50+00:00,1.02
6.06,4.0,2024-08-20 22:02:50+00:00,1.015
6.06,4.0,2024-08-20 22:03:50+00:00,1.016
6.06,4.0,2024-08-20 22:04:50+00:00,1.013
6.06,4.06,2024-08-20 22:05:50+00:00,1.013
6.06,4.0,2024-08-20 22:06:50+00:00,1.014
6.06,4.06,2024-08-20 22:07:50+00:00,1.014
6.12,4.06,2024-08-20 22:08:50+00:00,1.015
6.18,4.06,2024-08-20 22:09:50+00:00,1.013
6.18,4.06,2024-08-20 22:10:50+00:00,1.014
6.25,4.06,2024-08-20 22:11:50+00:00,1.015
6.25,4.06,2024-08-20 22:12:50+00:00,1.015
6.31,4.06,2024-08-20 22:13:49+00:00,1.015
6.37,4.06,2024-08-20 22:14:49+00:00,0.57
6.12,4.06,2024-08-20 22:15:49+00:00,0.838
6.12,4.06,2024-08-20 22:16:49+00:00,0.99
6.12,4.12,2024-08-20 22:17:49+00:00,1.005
6.06,4.06,2024-08-20 22:18:49+00:00,1.019
6.12,4.06,2024-08-20 22:19:49+00:00,1.016
6.12,4.06,2024-08-20 22:20:49+00:00,1.014
6.12,4.06,2024-08-20 22:21:49+00:00,1.015
6.18,4.06,2024-08-20 22:22:49+00:00,1.015
6.25,4.06,2024-08-20 22:23:49+00:00,1.016
6.25,4.06,2024-08-20 22:24:49+00:00,1.015
6.25,4.06,2024-08-20 22:25:49+00:00,1.015
6.31,4.06,2024-08-20 22:26:49+00:00,1.015
6.31,4.06,2024-08-20 22:27:49+00:00,1.015
6.37,4.06,2024-08-20 22:28:49+00:00,1.014
6.43,4.06,2024-08-20 22:29:49+00:00,0.976
6.31,4.12,2024-08-20 22:30:49+00:00,0.938
6.25,4.12,2024-08-20 22:31:49+00:00,0.978
6.25,4.06,2024-08-20 22:32:49+00:00,1.012
6.25,4.12,2024-08-20 22:33:49+00:00,1.025
6.25,4.12,2024-08-20 22:34:49+00:00,1.013
6.25,4.12,2024-08-20 22:35:49+00:00,1.013
6.25,4.06,2024-08-20 22:36:48+00:00,1.014
6.31,4.12,2024-08-20 22:37:48+00:00,1.015
6.31,4.06,2024-08-20 22:38:48+00:00,1.015
6.37,4.06,2024-08-20 22:39:48+00:00,1.015
6.31,4.06,2024-08-20 22:40:48+00:00,1.014
6.37,4.06,2024-08-20 22:41:48+00:00,1.015
6.37,4.06,2024-08-20 22:42:48+00:00,1.015
6.5,4.12,2024-08-20 22:43:48+00:00,1.015
6.43,4.12,2024-08-20 22:44:48+00:00,1.036
6.37,4.18,2024-08-20 22:45:48+00:00,0.935
6.25,4.12,2024-08-20 22:46:48+00:00,0.994
6.25,4.18,2024-08-20 22:47:48+00:00,1.023
6.18,4.12,2024-08-20 22:48:48+00:00,1.017
6.18,4.18,2024-08-20 22:49:48+00:00,1.014
6.18,4.12,2024-08-20 22:50:48+00:00,1.013
6.25,4.12,2024-08-20 22:51:48+00:00,1.014
6.25,4.18,2024-08-20 22:52:48+00:00,1.015
6.25,4.18,2024-08-20 22:53:48+00:00,1.014
6.31,4.12,2024-08-20 22:54:48+00:00,1.014
6.37,4.18,2024-08-20 22:55:48+00:00,1.015
6.37,4.18,2024-08-20 22:56:48+00:00,1.014
6.37,4.12,2024-08-20 22:57:48+00:00,1.013
6.37,4.18,2024-08-20 22:58:43+00:00,1.015
6.43,4.12,2024-08-20 22:59:43+00:00,1.096
6.25,4.18,2024-08-20 23:00:43+00:00,0.89
6.18,4.18,2024-08-20 23:01:43+00:00,0.969
6.18,4.18,2024-08-20 23:02:43+00:00,0.992
6.12,4.18,2024-08-20 23:03:43+00:00,1.015
6.18,4.18,2024-08-20 23:04:43+00:00,1.014
6.12,4.18,2024-08-20 23:05:43+00:00,1.017
6.12,4.18,2024-08-20 23:06:43+00:00,1.015
6.18,4.18,2024-08-20 23:07:43+00:00,1.016
6.25,4.18,2024-08-20 23:08:43+00:00,1.016
6.25,4.12,2024-08-20 23:09:43+00:00,1.015
6.25,4.18,2024-08-20 23:10:43+00:00,1.015
6.37,4.18,2024-08-20 23:11:43+00:00,1.016
6.37,4.18,2024-08-20 23:12:43+00:00,1.016
6.37,4.18,2024-08-20 23:13:43+00:00,1.016
6.43,4.18,2024-08-20 23:14:42+00:00,1.007
6.18,4.18,2024-08-20 23:15:42+00:00,0.965
6.06,4.18,2024-08-20 23:16:42+00:00,0.991
6.06,4.25,2024-08-20 23:17:42+00:00,1.022
6.06,4.18,2024-08-20 23:18:42+00:00,1.019
6.0,4.25,2024-08-20 23:19:42+00:00,1.012
6.0,4.18,2024-08-20 23:20:42+00:00,1.013
6.06,4.25,2024-08-20 23:21:42+00:00,1.015
6.06,4.25,2024-08-20 23:22:42+00:00,1.014
6.12,4.18,2024-08-20 23:23:42+00:00,1.015
6.12,4.25,2024-08-20 23:24:42+00:00,1.014
6.18,4.18,2024-08-20 23:25:42+00:00,1.015
6.18,4.18,2024-08-20 23:26:42+00:00,1.014
6.25,4.25,2024-08-20 23:27:42+00:00,1.015
6.31,4.25,2024-08-20 23:28:42+00:00,1.015
6.31,4.18,2024-08-20 23:29:42+00:00,1.036
6.37,4.25,2024-08-20 23:30:42+00:00,0.982
6.12,4.18,2024-08-20 23:31:42+00:00,0.958
6.12,4.25,2024-08-20 23:32:42+00:00,0.99
6.12,4.25,2024-08-20 23:33:42+00:00,1.015
6.12,4.25,2024-08-20 23:34:42+00:00,1.011
6.12,4.25,2024-08-20 23:35:42+00:00,1.014
6.12,4.25,2024-08-20 23:36:41+00:00,1.015
6.18,4.25,2024-08-20 23:37:41+00:00,1.014
6.18,4.25,2024-08-20 23:38:41+00:00,1.016
6.18,4.25,2024-08-20 23:39:41+00:00,1.014
6.25,4.31,2024-08-20 23:40:41+00:00,1.014
6.31,4.25,2024-08-20 23:41:41+00:00,1.015
6.37,4.25,2024-08-20 23:42:41+00:00,1.015
6.37,4.25,2024-08-20 23:43:41+00:00,1.015
6.37,4.25,2024-08-20 23:44:41+00:00,1.006
6.25,4.25,2024-08-20 23:45:41+00:00,0.912
6.06,4.31,2024-08-20 23:46:41+00:00,0.878
6.0,4.25,2024-08-20 23:47:41+00:00,1.006
6.06,4.31,2024-08-20 23:48:41+00:00,1.011
5.93,4.31,2024-08-20 23:49:41+00:00,1.008
6.0,4.25,2024-08-20 23:50:41+00:00,1.014
6.06,4.31,2024-08-20 23:51:41+00:00,1.014
6.06,4.31,2024-08-20 23:52:41+00:00,1.015
6.06,4.31,2024-08-20 23:53:41+00:00,1.014
6.12,4.31,2024-08-20 23:54:41+00:00,1.014
6.12,4.31,2024-08-20 23:55:41+00:00,1.014
6.18,4.31,2024-08-20 23:56:41+00:00,1.013
6.18,4.31,2024-08-20 23:57:41+00:00,1.014
6.25,4.31,2024-08-20 23:58:36+00:00,1.014
6.31,4.31,2024-08-20 23:59:36+00:00,1.013
