Source;Epoch timestamp (UTC);Date;Time (UTC);Accel X (G);Accel Y (G);Accel Z (G);Gyro X (rad/s);Gyro Y (rad/s);Gyro Z (rad/s)
01:00:0A:00:00:00:00;1727049598;22/09/24;23:59:58;1.008;0.001;0.16;-0.018325956538319588;-0.00855211354792118;0.0
01:00:0A:00:00:00:00;1727049599;22/09/24;23:59:59;1.008;0.0;0.16;-0.019547687843441963;-0.015882495790719986;0.0012217304902151227
01:00:0A:00:00:00:00;1727049600;23/09/24;00:00:00;1.009;0.0;0.156;-0.019547687843441963;-0.010995574295520782;0.0
01:00:0A:00:00:00:00;1727049601;23/09/24;00:00:01;1.009;0.001;0.16;-0.019547687843441963;-0.0073303827084600925;0.0
01:00:0A:00:00:00:00;1727049602;23/09/24;00:00:02;1.008;0.001;0.16;-0.019547687843441963;-0.014660765416920185;0.0
01:00:0A:00:00:00:00;1727049603;23/09/24;00:00:03;1.008;0.001;0.157;-0.019547687843441963;-0.012217304669320583;-0.0012217304902151227
01:00:0A:00:00:00:00;1727049604;23/09/24;00:00:04;1.008;0.001;0.161;-0.019547687843441963;-0.00855211354792118;0.0012217304902151227
01:00:0A:00:00:00:00;1727049605;23/09/24;00:00:05;1.007;0.001;0.161;-0.02076941914856434;-0.014660765416920185;0.0
01:00:0A:00:00:00:00;1727049606;23/09/24;00:00:06;1.009;0.002;0.157;-0.019547687843441963;-0.010995574295520782;0.0
01:00:0A:00:00:00:00;1727049607;23/09/24;00:00:07;1.008;0.001;0.16;-0.02076941914856434;-0.0073303827084600925;0.0
01:00:0A:00:00:00:00;1727049608;23/09/24;00:00:08;1.008;0.001;0.16;-0.02076941914856434;-0.014660765416920185;-0.0012217304902151227
01:00:0A:00:00:00:00;1727049609;23/09/24;00:00:09;1.008;0.002;0.158;-0.02076941914856434;-0.012217304669320583;0.0
01:00:0A:00:00:00:00;1727049610;23/09/24;00:00:10;1.008;0.002;0.161;-0.02076941914856434;-0.00855211354792118;0.0012217304902151227
01:00:0A:00:00:00:00;1727049611;23/09/24;00:00:11;1.008;0.0;0.161;-0.02076941914856434;-0.014660765416920185;0.0
01:00:0A:00:00:00:00;1727049612;23/09/24;00:00:12;1.008;0.001;0.158;-0.02076941914856434;-0.012217304669320583;-0.0012217304902151227
01:00:0A:00:00:00:00;1727049613;23/09/24;00:00:13;1.007;0.001;0.159;-0.02076941914856434;-0.00855211354792118;0.0012217304902151227
01:00:0A:00:00:00:00;1727049614;23/09/24;00:00:14;1.008;0.001;0.161;-0.02076941914856434;-0.014660765416920185;0.0
01:00:0A:00:00:00:00;1727049615;23/09/24;00:00:15;1.009;0.002;0.158;-0.02076941914856434;-0.012217304669320583;-0.0012217304902151227
01:00:0A:00:00:00:00;1727049616;23/09/24;00:00:16;1.008;0.002;0.161;-0.021991148591041565;-0.00855211354792118;0.0012217304902151227
01:00:0A:00:00:00:00;1727049617;23/09/24;00:00:17;1.008;0.0;0.16;-0.02076941914856434;-0.013439035043120384;-0.0012217304902151227
01:00:0A:00:00:00:00;1727049618;23/09/24;00:00:18;1.009;0.001;0.158;-0.02076941914856434;-0.012217304669320583;-0.0012217304902151227
01:00:0A:00:00:00:00;1727049619;23/09/24;00:00:19;1.008;0.002;0.159;-0.021991148591041565;-0.00855211354792118;0.0012217304902151227
01:00:0A:00:00:00:00;1727049620;23/09/24;00:00:20;1.008;0.001;0.16;-0.021991148591041565;-0.013439035043120384;0.0
