Source;Epoch timestamp (UTC);Date;Time (UTC);Accel X (G);Accel Y (G);Accel Z (G);Gyro X (rad/s);Gyro Y (rad/s);Gyro Z (rad/s)
01:00:0A:00:00:00:00;1727135994;23/09/24;23:59:54;1.006;0.001;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727135995;23/09/24;23:59:55;1.005;0.0;0.172;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727135996;23/09/24;23:59:56;1.006;0.001;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727135997;23/09/24;23:59:57;1.007;0.0;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727135998;23/09/24;23:59:58;1.006;0.0;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727135999;23/09/24;23:59:59;1.006;0.0;0.172;0.010995574295520782;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136000;24/09/24;00:00:00;1.006;0.001;0.172;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136001;24/09/24;00:00:01;1.007;0.001;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136002;24/09/24;00:00:02;1.006;0.0;0.172;0.009773843921720982;-0.010995574295520782;0.004886921960860491
01:00:0A:00:00:00:00;1727136003;24/09/24;00:00:03;1.005;0.0;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136004;24/09/24;00:00:04;1.007;0.0;0.17;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136005;24/09/24;00:00:05;1.006;0.001;0.172;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136006;24/09/24;00:00:06;1.006;0.001;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136007;24/09/24;00:00:07;1.007;0.002;0.172;0.00855211354792118;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136008;24/09/24;00:00:08;1.006;0.0;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136009;24/09/24;00:00:09;1.006;0.002;0.172;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136010;24/09/24;00:00:10;1.006;0.0;0.171;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136011;24/09/24;00:00:11;1.007;0.0;0.172;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136012;24/09/24;00:00:12;1.006;0.0;0.171;0.00855211354792118;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136013;24/09/24;00:00:13;1.006;0.001;0.171;0.00855211354792118;-0.010995574295520782;0.0036651913542300463
01:00:0A:00:00:00:00;1727136014;24/09/24;00:00:14;1.006;0.001;0.172;0.009773843921720982;-0.010995574295520782;0.0036651913542300463
